user_id,total_interaction_count
9149930,1552
9150141,120
9163753,167
9171135,812
9180621,1258
9184855,351
9194303,1561
9215982,460
9219164,3919
9225110,2798
9238232,35
9260930,12
9268397,869
9268980,158
9290733,3315
9299440,48
9310791,371
9328686,653
9357811,1013
9365986,27
9367616,721
9371856,1347
9375305,139
9380791,69
9384380,1188
9388372,1808
9413973,128
9435211,470
9451374,3719
9457887,1147
9465624,435
9480832,37
9487538,177
9500401,3944
9524175,3803
9528671,2405
9551296,1750
9556056,753
9560592,911
9573620,2004
9601609,481
9639120,6150
9648147,551
9652974,429
9660384,2041
9661335,782
9664816,838
9686681,208
9695904,1331
9710339,1598
9723930,16
9746937,1931
9774692,4319
9784313,618
9790596,575
9797520,469
9821001,106
9829940,794
9835014,1117
9860181,498
9862954,768
9863416,1919
9868602,2375
9886065,1890
9890683,397
9899625,457
9900390,923
9938666,10
9996155,657
10004287,1687
10020755,3788
10026124,4530
10027039,1404
10031393,794
10045419,854
10064430,857
10068052,1031
10075065,405
10076850,1852
10120410,240
10131505,370
10141023,304
10149605,1522
10164041,140
10184170,1009
10187137,225
10191206,772
10211498,6331
10218711,92
10219075,956
10265423,550
10292215,265
10297132,4172
10303832,3077
10309048,1515
10319860,3976
10335403,525
10437655,2025
10455102,1697
10480818,671
10480848,1554
10495708,455
10525504,138
10535263,791
10539406,2291
10557490,14
10580879,361
10630192,2882
10640408,1253
10653322,157
10664884,356
10678033,1269
10705215,3424
10706095,1655
10746742,151
10755564,703
10761548,813
10763896,1190
10765825,1708
10770527,1332
10773940,2086
10797721,403
10815578,1206
10825402,1053
10833396,391
10849427,184
10856328,771
10864414,3217
10878250,1692
10887844,1627
10921017,2
10936698,2667
10951366,31
10960939,509
10970833,35
10980798,1495
10982501,5234
10990641,956
10994058,260
11000891,217
11007737,322
11010595,115
11027223,1103
11035036,586
11053843,1345
11066851,866
11083802,1194
11087331,150
11089553,2026
11106706,405
11119577,979
11141921,1721
11142295,176
11162300,1831
11171971,1076
11177007,263
11183599,64
11189891,301
11197151,6438
11208268,499
11246070,619
11257305,2295
11268219,567
11294250,29
11310078,123
11313328,2179
11346135,689
11361547,9986
11408482,118
11412443,4392
11414403,1012
11415302,2597
11427000,1519
11431275,1810
11459905,437
11517935,1171
11533001,510
11545672,180
11551181,2252
11552428,1955
11561834,874
11580122,732
11589162,797
11595413,2553
11612875,1009
11618257,620
11635792,100
11650719,1088
11669469,452
11680145,2533
11682531,3850
11683492,3301
11683605,353
11689510,107
11695398,375
11719180,219
11726782,365
11731068,498
11738621,696
11758356,3727
11774110,1053
11783149,582
11790840,947
11791459,1125
11792254,1322
11805206,1381
11818955,457
11827113,1045
11845036,123
11879849,1219
11889914,13
11900716,51
11904220,85
11910007,3793
11917811,771
11944953,312
11966763,2137
11975256,469
11993970,3051
12000472,95
12012359,564
12025952,267
12037455,141
12039328,2115
12051954,2028
12055347,4763
12070973,63
12093186,35
12118297,386
12122714,906
12129371,1140
12135006,140
12139270,174
12163667,692
12202456,239
12210870,2585
12214179,3512
12222620,1323
12252570,473
12262752,987
12282525,1353
12283105,771
12285453,117
12297890,1253
12300043,40
12322077,988
12339789,850
12369583,1103
12373370,2060
12388225,36
12428085,2618
12462869,213
12472346,4164
12510155,1965
12522187,1312
12567456,400
12568217,835
12570225,4081
12571684,2980
12592296,95
12605760,614
12619319,842
12628544,3090
12636431,723
12662961,74
12683992,375
12684051,4339
12711593,150
12725690,430
12730285,773
12731267,927
12746210,3923
12796196,657
12820152,207
12833799,6842
12850436,549
12866931,310
12884654,348
12892503,1276
12906922,2120
12925543,1378
12931864,2146
12940608,5359
12947756,1
12970967,295
12986660,35
12990018,723
12997160,213
12998932,1187
13005359,153
13006367,645
13014253,980
13015077,103
13034876,934
13056340,500
13069552,1934
13079368,1674
13081722,1297
13088520,531
13096088,930
13099562,1495
13103318,2283
13110515,1045
13154544,121
13161427,1369
13162008,191
13166978,1512
13178504,330
13213333,3390
13222751,214
13228640,569
13232080,940
13237276,940
13248817,1042
13254648,961
13311291,275
13327410,670
13384101,267
13385262,489
13396413,387
13403684,1372
13408757,560
13444072,434
13447112,211
13451882,239
13522124,313
13527121,126
13538176,1046
13553694,213
13555997,174
13565343,43
13616260,11
13622216,618
13625542,153
13630759,905
13656280,290
13657444,371
13658397,273
13666087,2120
13683475,348
13684026,1376
13693896,149
13703604,274
13745443,2688
13784674,219
13797408,654
13817021,164
13817717,116
13818219,693
13824734,1644
13834060,891
13836813,391
13843429,642
13851244,156
13851650,550
13861417,1611
13869219,2625
13872334,1494
13874122,1637
13887814,1750
13915850,168
13933918,1027
13943503,234
13948161,1253
14012650,1645
14017917,1240
14051446,1424
14053940,2067
14067253,776
14070819,365
14137229,1516
14144843,4122
14157293,4981
14210118,424
14235689,1033
14238614,139
14281644,3466
14282886,647
14298533,278
14355777,1160
14373274,537
14389364,290
14444168,2243
14447131,5139
14490465,53
14506759,2678
14509184,481
14512595,304
14515063,1937
14524213,174
14568076,946
14577083,670
14586553,903
14621752,1143
14664626,206
14669807,189
14670891,463
14674689,380
14705382,966
14712626,1116
14728652,393
14735918,2764
14759347,793
14759968,2834
14788711,192
14804631,1572
14815206,667
14866979,628
14869973,305
14922404,113
14946743,224
14947982,1249
14982762,1751
15053166,451
15064877,760
15089689,1089
15120218,935
15145344,356
15158257,842
15171548,3230
15183813,443
15187673,1961
15225710,2722
15237890,1117
15241291,931
15243855,970
15244919,82
15289217,261
15300280,30
15303697,221
15304564,625
15327099,171
15381495,1296
15386874,1862
15392376,1661
15412753,252
15437545,5456
15461896,519
15473588,1303
15482392,857
15484510,118
15494311,1794
15503033,2532
15511710,3134
15516289,158
15541192,8840
15600560,1207
15610247,1373
15627219,610
15627502,492
15642495,1270
15664477,17
15688979,2222
15706809,288
15715406,119
15735335,539
15736320,258
15758254,632
15777503,4651
15787529,15
15791958,1161
15796497,1213
15821703,1863
15834893,541
15924838,4053
15944310,283
15950724,960
15957740,7408
15960640,283
15987177,2329
15997681,874
16010946,391
16017921,509
16043768,483
16061238,226
16066732,4709
16071365,454
16096940,1722
16112876,786
16113880,84
16124265,888
16124295,966
16137242,912
16141923,1401
16178402,306
16199254,446
16243178,145
16259607,735
16263185,1481
16269352,38
16330947,550
16332862,3141
16344267,1168
16354041,566
16367992,1037
16382658,327
16407305,296
16407705,2321
16409419,436
16416706,149
16419618,56
16423734,2905
16446142,485
16466178,614
16476024,2013
16493838,560
16499024,523
16511689,556
16533610,678
16590671,2029
16601047,565
16601288,1113
16601904,2333
16606794,904
16611975,559
16623516,3392
16641115,855
16676403,7731
16687895,655
16710779,511
16710912,201
16711679,615
16730476,152
16740912,1317
16755897,845
16777748,450
16788618,869
16788720,3241
16790119,412
16795906,793
16807373,5110
16810079,1328
16832057,1835
16847823,745
16851866,771
16860047,741
16891199,180
16895773,88
16905986,889
16906970,1164
16908520,978
16911051,8614
16916141,1180
16918270,305
16920338,339
16921029,1417
16933430,882
16943596,1901
16946764,91
17007569,638
17020394,2463
17029867,795
17037975,535
17048049,2561
17061090,857
17079837,260
17114423,1315
17117517,1810
17152310,1164
17172693,114
17175521,370
17216075,3118
17220524,30
17230300,886
17254770,17
17264043,491
17276026,654
17286111,487
17312843,1586
17318106,201
17328648,2332
17336370,515
17340020,1193
17341591,3214
17343043,118
17362237,5091
17373553,582
17374737,834
17377868,359
17384431,1150
17387185,133
17390678,124
17432120,1072
17458663,1491
17465649,1022
17478980,1318
17503742,1621
17529630,1003
17552766,4983
17628487,2888
17635361,2758
17655263,1144
17672892,1978
17677320,828
17684274,193
17696910,783
17713809,27
17719840,462
17720083,1125
17733990,186
17757827,1465
17757886,1259
17779392,255
17785864,3873
17785981,125
17809628,976
17816597,2901
17817432,522
17821367,940
17825390,432
17825629,3576
17840949,613
17878712,1308
17883538,3976
17883830,271
17886992,334
17907443,1314
17908580,2725
17922237,196
17924218,2614
17931946,113
17962946,37
17979588,1468
18004160,2850
18009500,1144
18017690,521
18030487,77
18031985,662
18072808,511
18165710,252
18183738,977
18205111,1230
18207103,423
18207861,1045
18216712,1379
18218608,117
18242239,229
18244844,2152
18245913,357
18288442,854
18292376,467
18301670,678
18302150,1723
18315147,568
18318788,1969
18320375,352
18374505,410
18375113,2390
18375619,1041
18375692,171
18379814,585
18391635,2400
18396338,1541
18452620,373
18519220,736
18527757,458
18544913,132
18558609,190
18597404,2291
18642757,169
18649051,1310
18655723,1313
18672302,1001
18672396,744
18700485,401
18728199,4635
18757834,1206
18781926,6338
18783765,538
18785289,2541
18793421,510
18820857,327
18831528,764
18853148,75
18869716,595
18883390,2806
18910742,105
18913329,1073
18927299,3195
18949814,196
18950879,290
18970782,3336
18981808,505
18997016,1937
19010396,603
19015156,365
19019975,413
19037604,561
19047603,568
19089759,286
19132982,1417
19145056,1426
19146119,3847
19208481,588
19222039,77
19229301,1745
19277570,4247
19282406,6033
19320995,212
19321866,50
19335772,2317
19338057,638
19338929,522
19340590,1019
19353465,1659
19368976,2364
19373594,1159
19375389,1249
19388858,3116
19399879,4266
19414367,938
19442807,394
19447970,2272
19463984,2285
19472274,208
19478600,446
19524440,711
19561223,554
19561580,9
19581999,1294
19589004,1514
19640858,1181
19665682,1826
19704074,348
19708378,6497
19711693,1060
19716129,2860
19723169,829
19769406,1389
19803129,1527
19805334,3422
19818801,2
19831033,1197
19853816,229
19858379,1228
19865503,1380
19900342,992
19902731,173
19911284,5747
19984096,424
19985990,790
20029510,395
20030843,660
20047712,399
20078969,440
20080716,1446
20093296,350
20097010,445
20116814,1666
20123340,142
20148247,1003
20174399,1251
20180785,439
20201571,657
20243905,2737
20257132,171
20264430,5672
20288940,285
20293501,900
20302058,224
20307844,515
20315845,186
20320170,532
20329246,412
20347929,1460
20356708,247
20376137,850
20379505,2294
20382727,39
20390004,72
20463565,904
20472131,2651
20487789,767
20497713,1580
20509405,1430
20516700,902
20517525,1759
20536795,269
20543670,2525
20553214,1200
20560924,2360
20564639,1266
20596476,390
20626105,125
20626308,541
20632602,1056
20643274,1344
20653615,1428
20656785,887
20663978,1565
20668159,1010
20683555,452
20686051,1467
20692433,411
20694838,1413
20719129,14
20733935,2275
20747863,64
20754693,1652
20773583,1432
20774386,751
20774699,137
20782693,453
20786149,9037
20799662,555
20824894,640
20849275,6307
20853257,2149
20903813,3079
20909974,1192
20912759,814
20942421,310
20997825,3216
21023173,2181
21035609,3670
21038500,1921
21044561,276
21070014,2400
21085638,744
21089878,678
21111117,909
21114469,419
21115351,498
21131024,1015
21140632,1797
21161768,585
21184528,753
21185597,824
21193363,2779
21195090,937
21202467,1078
21210575,270
21217939,572
21226209,347
21233965,1689
21266227,591
21287960,778
21329952,279
21332019,1876
21346761,113
21355438,1374
21357495,608
21358985,1396
21362103,912
21363716,2005
21365758,1138
21375743,2112
21386838,2335
21397909,676
21400875,1576
21405321,101
21447166,649
21465106,4986
21491689,213
21505975,753
21507233,1403
21536694,566
21550476,749
21552855,164
21562611,5293
21605110,2481
21625075,2095
21627259,444
21633234,364
21660809,679
21669502,1117
21676430,1616
21696214,4025
21740397,871
21743048,7665
21754104,1340
21775179,107
21787418,890
21790996,1387
21806254,273
21818576,1368
21824858,3518
21832523,1652
21868086,6636
21875488,6453
21883663,272
21904099,95
21905234,41
21906850,507
21923340,135
21931159,612
21973088,926
21978171,10928
21983803,480
21984163,227
21987574,44
21991406,223
21993808,1040
22005280,459
22007082,183
22040312,285
22060610,44
22076896,1554
22082857,545
22094658,705
22101245,558
22107261,901
22107955,83
22123389,192
22125304,2843
22139217,637
22149457,835
22153508,5269
22158762,1753
22170979,2178
22178598,741
22182160,2549
22183500,1664
22188362,2380
22207490,331
22254224,118
22273841,1052
22278371,2170
22281803,243
22305188,1422
22310799,498
22319406,332
22340122,1072
22342118,1592
22369795,3437
22378126,1040
22393155,4085
22410346,356
22422703,525
22424853,1110
22425841,648
22441068,2091
22444189,2180
22466822,134
22470460,81
22497620,1223
22508323,947
22509276,2190
22525341,687
22555846,1646
22560823,2050
22577104,2689
22584113,365
22600224,2067
22600903,3747
22607012,349
22621152,1246
22627844,979
22701535,114
22717072,2577
22734359,531
22746404,666
22751272,1997
22762528,246
22776936,1682
22779974,2602
22791027,129
22802989,558
22808710,469
22841491,965
22859350,613
22869075,66
22874532,899
22878009,1065
22881368,234
22882656,931
22884828,465
22901182,1509
22962826,4438
22981352,1276
22984722,464
22992522,4607
22995367,163
23014965,3768
23039189,267
23043365,766
23049176,643
23065322,757
23085950,740
23095086,293
23118960,397
23130998,932
23137309,1516
23159781,1084
23165095,8856
23167916,358
23218222,32
23218973,383
23223121,652
23228065,298
23231484,787
23235438,1599
23236747,93
23248133,2902
23260181,2931
23276219,1064
23296153,1904
23316310,2372
23326854,3835
23330391,542
23341818,1237
23346515,1169
23357120,999
23359188,244
23362360,1412
23367131,4240
23376907,774
23384426,97
23419403,1579
23439550,801
23442968,3461
23446150,3108
23482875,1476
23483451,359
23516965,673
23574912,1085
23591123,3711
23591419,17
23593325,1510
23613746,1461
23668132,178
23687099,294
23688052,113
23690219,156
23740258,2990
23757860,1484
23770338,923
23793674,721
23796078,119
23803693,127
23827809,536
23828185,176
23838725,385
23847626,2761
23860674,940
23873275,394
23916542,471
23923497,698
23937847,102
23958465,6810
24000198,1163
24029586,124
24033530,6808
24047653,346
24057036,812
24062806,5649
24063164,139
24089111,1227
24105656,993
24118436,941
24123047,684
24132976,869
24139240,493
24189643,485
24217106,3143
24219008,4466
24262504,2645
24288984,2313
24289312,705
24313362,1752
24314619,998
24336759,448
24356634,2189
24381914,854
24466657,420
24471517,251
24473987,60
24474599,1705
24487604,267
24495605,695
24540552,80
24564910,121
24573553,1064
24580657,1331
24610294,286
24620052,492
24625325,244
24625581,3845
24636415,1935
24658436,1302
24683808,202
24690079,1675
24698599,464
24700160,57
24718279,558
24752182,3187
24759174,46
24792310,221
24803803,3400
24805953,1982
24808643,655
24811681,783
24814877,190
24847553,227
24869620,26
24888768,128
24903079,395
24965668,577
24967803,809
25008977,375
25020664,1757
25034174,1
25040950,2527
25128484,609
25142712,2015
25163672,199
25166877,737
25166903,414
25173367,282
25183118,1103
25187340,786
25211339,430
25224971,401
25249494,510
25252443,475
25265512,673
25275595,2113
25306731,413
25330254,1798
25368165,930
25368702,481
25371517,2960
25375727,427
25386039,431
25406015,445
25414648,1325
25423470,199
25438815,748
25455279,2150
25456026,125
25474939,1375
25475467,408
25477392,2107
25480257,230
25487075,1425
25499177,1350
25509021,3943
25515014,409
25518563,679
25528662,417
25535039,906
25541349,64
25544044,2694
25549508,1109
25558345,222
25613360,1087
25639546,714
25665414,323
25672992,58
25678919,4303
25688135,634
25701566,1197
25742135,935
25750592,1745
25751195,1815
25756303,945
25761045,674
25765258,1043
25773958,801
25775757,150
25776026,349
25778057,1937
25800692,344
25815621,479
25816895,1228
25831491,685
25841169,467
25851938,93
25854726,1459
25871996,1987
25874658,91
25892297,425
25896264,2043
25919157,162
25945368,1627
25952339,844
25963511,2106
25990178,2560
25994909,1652
26012948,455
26025143,147
26034408,798
26043740,25
26050959,19
26052997,4850
26063061,97
26071320,305
26081392,2354
26084013,408
26087047,297
26123580,1917
26125683,1966
26140958,6
26142484,1126
26145391,326
26184779,2253
26194174,1361
26221045,33
26228110,136
26240021,139
26253026,1210
26277198,1379
26333439,732
26337733,1745
26372667,773
26384257,1774
26391467,651
26401619,1999
26401646,1144
26430445,224
26430580,1564
26438512,1141
26459606,367
26460336,5062
26502265,965
26504830,67
26509398,1666
26529364,786
26562102,5292
26570624,293
26573714,663
26604313,157
26612709,419
26622553,5601
26681009,107
26683337,150
26704429,25
26720422,7087
26742658,657
26752434,410
26755560,213
26764288,652
26766183,3390
26768217,910
26801916,252
26817919,54
26831040,848
26842247,386
26855463,486
26857141,6827
26857882,1095
26863866,627
26869643,581
26900878,287
26908458,825
26916485,109
26917106,186
26920547,1425
26938449,2074
26949426,3261
26957136,1717
26960862,194
26974021,406
27013196,664
27032913,2048
27049458,513
27050179,458
27068656,1010
27090424,2150
27112508,2233
27114862,437
27115433,864
27129711,1230
27141122,3121
27169171,179
27171940,95
27235324,181
27237010,399
27284201,267
27298182,20
27320888,886
27326941,1581
27380911,520
27399563,2136
27422586,575
27423844,1868
27428904,345
27478941,1205
27499498,1860
27502638,357
27508149,2278
27541947,1210
27565397,1573
27579582,1018
27596072,215
27601431,1277
27608145,3623
27612624,59
27619929,184
27622186,162
27625049,3500
27625670,656
27626311,2812
27636346,958
27662805,771
27736230,1761
27758941,226
27787868,7
27803245,2555
27808271,1904
27809186,1423
27811537,531
27820493,1158
27833657,498
27839004,2324
27840504,3990
27842036,404
27845176,1350
27850931,3062
27858325,31
27863196,896
27906720,1057
27914256,43
27927595,1550
27933232,703
27964788,374
27964882,417
27973180,445
28011137,275
28031374,87
28036057,542
28085061,1005
28086954,3087
28097175,1797
28104706,317
28106685,688
28116055,2060
28129419,460
28160359,919
28192835,63
28195796,686
28204652,340
28204658,2221
28226509,1241
28235067,3089
28235535,1437
28252122,1382
28257786,1763
28277274,644
28293619,179
28296618,1085
28308227,631
28332552,158
28351817,544
28352963,1055
28370474,457
28373415,4694
28389417,1466
28415553,490
28462928,2402
28467700,1490
28483040,474
28515753,1042
28533948,353
28564144,510
28587433,443
28609850,71
28623961,1349
28638001,4205
28639853,88
28665006,488
28692321,686
28694278,484
28699943,103
28702825,96
28720302,3471
28722407,1797
28734621,2331
28739065,4063
28743854,945
28751106,613
28791007,144
28806122,1457
28808272,1108
28826774,1569
28832473,287
28844915,290
28867140,71
28877018,1704
28886691,205
28897086,3770
28900840,106
28911161,1085
28917650,563
28930771,381
28948171,1027
28962754,765
28967361,5795
28969349,363
28972250,991
28975138,5078
29020561,973
29025946,186
29032154,425
29072139,232
29080791,418
29091169,284
29150925,725
29160893,1141
29173819,770
29197258,953
29217415,594
29226661,658
29245673,5652
29246035,1255
29285910,633
29301311,288
29320594,3111
29321251,236
29326716,859
29332454,32
29351255,358
29373526,1583
29381952,1044
29383294,4190
29388134,812
29405414,219
29420856,1417
29429701,1600
29434857,258
29450456,399
29459216,965
29476135,607
29489427,360
29511444,2138
29524082,2058
29533214,48
29550258,103
29554512,43
29582784,608
29583836,1310
29601369,3617
29611751,1644
29628336,40
29641259,977
29644155,786
29656912,2733
29661255,438
29669124,3276
29685853,733
29689901,4133
29699014,3676
29703381,218
29710830,2384
29716977,1708
29717165,279
29718928,264
29726098,79
29760352,760
29776188,2169
29791483,9353
29819397,146
29838929,731
29853992,397
29855200,735
29876306,594
29878513,1403
29881921,522
29888146,106
29983125,674
29985681,26
29992703,630
30025100,2875
30025213,106
30031297,536
30071480,699
30071884,482
30072819,908
30074000,44
30075660,219
30079563,1333
30080377,238
30100119,1115
30107666,66
30170700,170
30198310,297
30226785,909
30282407,1052
30314033,654
30353552,904
30360670,1257
30368071,1081
30385077,749
30397332,1197
30419421,518
30419994,994
30439138,268
30439175,219
30463766,115
30506808,286
30511142,793
30511762,516
30516756,339
30550099,177
30552706,2545
30578112,1504
30590613,433
30592468,47
30596156,440
30638228,711
30647114,206
30683859,437
30692164,2322
30701625,340
30701881,566
30717687,806
30727820,434
30740491,2313
30764977,589
30805076,248
30817416,1548
30833242,254
30835000,68
30838173,4166
30839253,4191
30853624,926
30868346,160
30869439,917
30905877,1006
30915717,87
30915777,1170
30933630,9094
30937033,276
30955749,3169
31050275,285
31052402,887
31076937,1610
31100870,94
31110873,1937
