user_id,user_buy_count,user_cart_count,user_fav_count,user_pv_count,user_total_interaction_count,user_fav_rate,user_cart_rate,user_buy_rate,user_active_days,user_active_hours,user_interacted_item_count,user_interacted_category_count
190327,7,77,1,611,696,0.0016366612111292963,0.1260229132569558,0.011456628477905073,25,16,273,125
191366,2,42,18,1128,1190,0.015957446808510637,0.03723404255319149,0.0017730496453900709,18,15,465,83
213655,15,91,2,2654,2762,0.0007535795026375283,0.03428786737000754,0.005651846269781462,17,22,991,155
217996,2,1,0,69,72,0.0,0.014492753623188406,0.028985507246376812,5,7,19,13
227293,8,80,2,871,961,0.002296211251435132,0.09184845005740529,0.009184845005740528,27,16,263,70
230711,13,9,1,334,357,0.0029940119760479044,0.02694610778443114,0.038922155688622756,22,15,158,64
239485,8,0,1,253,262,0.003952569169960474,0.0,0.03162055335968379,19,17,105,35
247543,23,71,16,847,957,0.018890200708382526,0.08382526564344746,0.02715466351829988,26,22,287,79
250843,28,36,44,2091,2199,0.021042563366810138,0.01721664275466284,0.013390722142515544,31,17,811,149
263670,1,3,1,599,604,0.001669449081803005,0.005008347245409015,0.001669449081803005,15,12,280,49
287170,0,0,0,61,61,0.0,0.0,0.0,10,9,41,16
305685,0,0,8,126,134,0.06349206349206349,0.0,0.0,12,10,63,15
337191,4,0,7,291,302,0.024054982817869417,0.0,0.013745704467353952,13,12,121,46
355287,4,47,0,936,987,0.0,0.050213675213675216,0.004273504273504274,18,18,297,49
365699,3,52,0,550,605,0.0,0.09454545454545454,0.005454545454545455,21,15,283,117
397142,4,1,27,1031,1063,0.026188166828322017,0.0009699321047526673,0.0038797284190106693,26,18,347,102
413178,5,11,2,1006,1024,0.0019880715705765406,0.010934393638170975,0.004970178926441352,14,18,371,62
414388,15,26,0,411,452,0.0,0.06326034063260341,0.0364963503649635,24,16,103,47
418175,17,52,0,1116,1185,0.0,0.04659498207885305,0.015232974910394265,28,18,431,111
429994,9,2,0,651,662,0.0,0.0030721966205837174,0.013824884792626729,23,16,234,70
432337,6,20,13,858,897,0.015151515151515152,0.023310023310023312,0.006993006993006993,22,21,322,90
450683,3,7,4,276,290,0.014492753623188406,0.025362318840579712,0.010869565217391304,14,16,107,20
475826,110,221,92,6581,7004,0.013979638352833916,0.033581522564959734,0.01671478498708403,31,22,3552,274
483640,14,20,3,472,509,0.006355932203389831,0.0423728813559322,0.029661016949152543,16,15,159,57
493013,11,9,0,186,206,0.0,0.04838709677419355,0.05913978494623656,10,8,89,44
497764,12,123,104,3775,4014,0.027549668874172185,0.03258278145695364,0.0031788079470198675,28,21,1565,188
501286,15,31,1,999,1046,0.001001001001001001,0.031031031031031032,0.015015015015015015,25,19,419,167
511319,6,42,0,395,443,0.0,0.10632911392405063,0.015189873417721518,20,15,195,63
521437,24,20,7,466,517,0.015021459227467811,0.04291845493562232,0.05150214592274678,18,15,177,58
565533,15,7,0,1049,1071,0.0,0.00667302192564347,0.014299332697807437,28,21,398,90
567790,2,2,0,47,51,0.0,0.0425531914893617,0.0425531914893617,10,8,31,18
568881,1,4,56,357,418,0.1568627450980392,0.011204481792717087,0.0028011204481792717,11,9,160,32
595598,0,42,5,1665,1712,0.003003003003003003,0.025225225225225224,0.0,24,19,1108,148
608951,5,16,2,1904,1927,0.0010504201680672268,0.008403361344537815,0.0026260504201680674,25,19,934,167
611920,12,3,31,1596,1642,0.019423558897243107,0.0018796992481203006,0.007518796992481203,30,18,861,114
632347,55,61,70,2288,2474,0.030594405594405596,0.02666083916083916,0.02403846153846154,30,20,928,314
678552,1,0,0,13,14,0.0,0.0,0.07692307692307693,4,5,12,5
704891,26,47,31,1082,1186,0.02865064695009242,0.04343807763401109,0.024029574861367836,29,17,364,136
722361,0,0,0,8,8,0.0,0.0,0.0,1,1,5,2
742065,4,3,0,373,380,0.0,0.00804289544235925,0.010723860589812333,20,16,134,52
754205,38,85,0,937,1060,0.0,0.09071504802561366,0.04055496264674493,29,21,523,132
764564,0,12,1,565,578,0.0017699115044247787,0.021238938053097345,0.0,18,18,251,51
783072,0,0,0,47,47,0.0,0.0,0.0,3,4,26,9
790713,11,1,68,1289,1369,0.05275407292474787,0.0007757951900698216,0.008533747090768037,28,19,436,88
801018,10,14,1,1161,1186,0.0008613264427217916,0.012058570198105082,0.008613264427217916,28,22,417,103
807106,57,15,4,1350,1426,0.002962962962962963,0.011111111111111112,0.042222222222222223,23,21,488,88
814199,22,58,21,2520,2621,0.008333333333333333,0.023015873015873017,0.00873015873015873,30,20,1081,159
819192,1,9,0,130,140,0.0,0.06923076923076923,0.007692307692307693,11,8,56,20
819791,3,3,3,18,27,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,3,8,2
828731,0,0,142,2171,2313,0.0654076462459696,0.0,0.0,21,19,1006,78
867381,37,349,125,5283,5794,0.0236607987885671,0.06606095021767935,0.007003596441415862,31,19,1733,340
876192,22,27,62,1484,1595,0.04177897574123989,0.018194070080862535,0.014824797843665768,27,22,590,101
908290,0,1,0,74,75,0.0,0.013513513513513514,0.0,3,5,36,14
914729,7,0,1,333,341,0.003003003003003003,0.0,0.021021021021021023,15,16,123,54
943095,1,2,0,221,224,0.0,0.00904977375565611,0.004524886877828055,17,15,90,46
985207,4,10,0,788,802,0.0,0.012690355329949238,0.005076142131979695,25,21,326,103
991563,22,157,1,2241,2421,0.0004462293618920125,0.07005800981704596,0.009817045961624275,31,19,1034,147
1019952,9,29,3,1332,1373,0.0022522522522522522,0.02177177177177177,0.006756756756756757,29,20,368,102
1022699,25,12,0,1530,1567,0.0,0.00784313725490196,0.016339869281045753,24,19,528,93
1022919,5,17,2,641,665,0.0031201248049922,0.0265210608424337,0.0078003120124804995,16,15,272,98
1030408,10,88,0,1738,1836,0.0,0.05063291139240506,0.005753739930955121,29,16,602,152
1034452,1,0,6,74,81,0.08108108108108109,0.0,0.013513513513513514,7,10,51,22
1041761,6,2,42,2721,2771,0.015435501653803748,0.000735023888276369,0.002205071664829107,30,24,1465,142
1050684,9,40,1,507,557,0.0019723865877712033,0.07889546351084813,0.01775147928994083,25,18,158,24
1053725,7,121,1,1672,1801,0.0005980861244019139,0.07236842105263158,0.004186602870813397,31,22,368,125
1067578,7,1,1,296,305,0.0033783783783783786,0.0033783783783783786,0.02364864864864865,16,16,112,43
1074982,0,7,3,191,201,0.015706806282722512,0.03664921465968586,0.0,18,14,70,32
1081595,1,0,0,299,300,0.0,0.0,0.0033444816053511705,14,13,109,27
1091123,23,18,144,2246,2431,0.06411398040961709,0.008014247551202136,0.010240427426536063,31,23,907,139
1105998,2,0,9,523,534,0.017208413001912046,0.0,0.0038240917782026767,14,17,185,40
1112140,3,0,0,484,487,0.0,0.0,0.006198347107438017,21,16,192,39
1128409,16,37,0,536,589,0.0,0.06902985074626866,0.029850746268656716,19,15,204,56
1128799,0,0,0,10,10,0.0,0.0,0.0,5,4,10,6
1137672,26,43,2,1287,1358,0.001554001554001554,0.03341103341103341,0.020202020202020204,30,20,541,148
1156843,12,114,0,2208,2334,0.0,0.051630434782608696,0.005434782608695652,28,19,798,103
1160607,60,192,8,4540,4800,0.001762114537444934,0.04229074889867841,0.013215859030837005,31,23,2002,289
1182380,10,6,3,556,575,0.00539568345323741,0.01079136690647482,0.017985611510791366,22,13,231,51
1183504,36,122,147,2632,2937,0.05585106382978723,0.04635258358662614,0.013677811550151976,30,19,794,233
1188241,22,64,1,952,1039,0.0010504201680672268,0.06722689075630252,0.023109243697478993,29,17,311,75
1206079,19,29,0,316,364,0.0,0.09177215189873418,0.060126582278481014,18,15,138,35
1211225,8,7,2,376,393,0.005319148936170213,0.018617021276595744,0.02127659574468085,12,14,199,32
1257131,17,27,23,921,988,0.0249728555917481,0.029315960912052116,0.018458197611292075,23,20,301,78
1259845,25,47,1,979,1052,0.0010214504596527069,0.04800817160367722,0.02553626149131767,24,17,565,119
1272577,6,2,1,514,523,0.0019455252918287938,0.0038910505836575876,0.011673151750972763,18,16,145,24
1275653,7,3,13,300,323,0.043333333333333335,0.01,0.023333333333333334,18,18,97,43
1334962,15,9,4,304,332,0.013157894736842105,0.029605263157894735,0.049342105263157895,14,19,97,25
1335738,0,4,1,422,427,0.002369668246445498,0.009478672985781991,0.0,20,14,183,73
1344672,1,0,0,59,60,0.0,0.0,0.01694915254237288,6,6,31,17
1364464,5,6,0,245,256,0.0,0.024489795918367346,0.02040816326530612,17,16,138,42
1365073,0,14,0,155,169,0.0,0.09032258064516129,0.0,6,6,84,23
1399592,10,9,13,426,458,0.03051643192488263,0.02112676056338028,0.023474178403755867,22,14,141,43
1409005,59,85,2,1126,1272,0.0017761989342806395,0.07548845470692718,0.052397868561278864,31,16,440,136
1419642,0,0,0,3,3,0.0,0.0,0.0,2,2,2,2
1421162,4,2,4,154,164,0.025974025974025976,0.012987012987012988,0.025974025974025976,9,9,65,36
1439794,5,3,2,246,256,0.008130081300813009,0.012195121951219513,0.02032520325203252,6,12,116,21
1485361,16,8,37,862,923,0.042923433874709975,0.009280742459396751,0.018561484918793503,22,15,362,94
1486585,7,21,14,679,721,0.020618556701030927,0.030927835051546393,0.010309278350515464,15,15,273,123
1498131,2,2,2,92,98,0.021739130434782608,0.021739130434782608,0.021739130434782608,6,7,39,19
1525511,0,1,3,340,344,0.008823529411764706,0.0029411764705882353,0.0,16,13,147,34
1532868,9,9,0,242,260,0.0,0.0371900826446281,0.0371900826446281,14,12,70,36
1533523,0,0,0,54,54,0.0,0.0,0.0,6,5,24,10
1533885,9,10,0,373,392,0.0,0.02680965147453083,0.024128686327077747,23,17,153,53
1534718,0,0,0,26,26,0.0,0.0,0.0,4,4,12,8
1535240,1,11,0,257,269,0.0,0.042801556420233464,0.0038910505836575876,14,15,99,30
1553407,1,8,2,189,200,0.010582010582010581,0.042328042328042326,0.005291005291005291,13,10,72,9
1588051,0,6,5,219,230,0.0228310502283105,0.0273972602739726,0.0,10,13,107,27
1588502,4,0,0,41,45,0.0,0.0,0.0975609756097561,4,8,17,8
1593616,5,6,1,447,459,0.0022371364653243847,0.013422818791946308,0.011185682326621925,21,19,189,58
1604248,0,14,3,1037,1054,0.0028929604628736743,0.013500482160077145,0.0,11,17,475,96
1619789,4,22,0,455,481,0.0,0.04835164835164835,0.008791208791208791,21,13,206,96
1652366,0,1,3,86,90,0.03488372093023256,0.011627906976744186,0.0,7,9,41,19
1666891,2,1,3,201,207,0.014925373134328358,0.004975124378109453,0.009950248756218905,13,14,104,30
1673252,10,21,0,807,838,0.0,0.026022304832713755,0.012391573729863693,26,21,276,89
1704058,4,23,3,645,675,0.004651162790697674,0.03565891472868217,0.006201550387596899,21,18,265,90
1724469,1,2,0,285,288,0.0,0.007017543859649123,0.0035087719298245615,12,9,157,28
1725399,55,29,19,2162,2265,0.008788159111933395,0.01341350601295097,0.02543940795559667,21,21,1491,98
1760140,2,15,0,383,400,0.0,0.0391644908616188,0.005221932114882507,18,15,144,50
1769128,11,79,3,1561,1654,0.0019218449711723255,0.05060858424087124,0.007046764894298526,25,17,728,52
1799885,8,1,0,1066,1075,0.0,0.0009380863039399625,0.0075046904315197,24,18,588,144
1805148,8,32,0,1466,1506,0.0,0.021828103683492497,0.005457025920873124,26,17,507,98
1805740,23,59,3,1429,1514,0.002099370188943317,0.041287613715885234,0.01609517144856543,26,19,455,168
1806084,17,57,94,1032,1200,0.09108527131782945,0.055232558139534885,0.016472868217054265,29,22,263,56
1820303,1,1,0,60,62,0.0,0.016666666666666666,0.016666666666666666,13,10,19,8
1824572,36,61,40,855,992,0.04678362573099415,0.07134502923976609,0.042105263157894736,25,17,305,90
1825186,19,29,1,481,530,0.002079002079002079,0.060291060291060294,0.0395010395010395,16,20,178,67
1834928,29,46,1,1787,1863,0.0005595970900951316,0.02574146614437605,0.016228315612758813,31,24,509,103
1857066,56,60,37,1756,1909,0.021070615034168565,0.03416856492027335,0.03189066059225513,27,24,663,168
1866742,7,108,4,1674,1793,0.0023894862604540022,0.06451612903225806,0.004181600955794504,25,18,600,62
1897583,4,0,92,1734,1830,0.0530565167243368,0.0,0.002306805074971165,28,21,706,90
1926899,101,372,26,5812,6311,0.004473503097040606,0.06400550584996559,0.017377838953888506,29,21,2041,309
1944583,7,23,1,914,945,0.0010940919037199124,0.02516411378555799,0.007658643326039387,16,17,304,96
1963813,10,8,5,609,632,0.008210180623973728,0.013136288998357963,0.016420361247947456,13,16,228,78
1985644,9,1,20,822,852,0.024330900243309004,0.0012165450121654502,0.010948905109489052,22,20,324,81
2003464,24,29,0,1950,2003,0.0,0.014871794871794871,0.012307692307692308,30,23,825,163
2010204,4,0,8,202,214,0.039603960396039604,0.0,0.019801980198019802,8,7,72,29
2045844,8,4,0,155,167,0.0,0.025806451612903226,0.05161290322580645,9,8,75,18
2073744,0,0,2,323,325,0.006191950464396285,0.0,0.0,19,17,126,43
2077849,2,3,0,47,52,0.0,0.06382978723404255,0.0425531914893617,5,6,19,6
2079867,22,86,78,1609,1795,0.048477315102548164,0.053449347420758235,0.013673088875077687,28,21,461,131
2083985,2,5,4,243,254,0.01646090534979424,0.0205761316872428,0.00823045267489712,16,16,89,39
2092395,1,24,0,272,297,0.0,0.08823529411764706,0.003676470588235294,12,14,116,31
2097413,11,108,19,2471,2609,0.007689194658033185,0.043707001214083364,0.004451639012545528,31,18,719,77
2099277,2,45,0,426,473,0.0,0.1056338028169014,0.004694835680751174,16,15,186,91
2103285,16,34,3,1009,1062,0.002973240832507433,0.03369672943508424,0.015857284440039643,24,17,380,78
2103722,8,73,0,1454,1535,0.0,0.050206327372764786,0.005502063273727648,29,18,632,133
2112922,2,2,31,499,534,0.06212424849699399,0.004008016032064128,0.004008016032064128,16,17,208,75
2120923,11,30,0,351,392,0.0,0.08547008547008547,0.03133903133903134,20,17,151,49
2128246,14,17,12,1583,1626,0.007580543272267846,0.010739102969046115,0.008843967150979154,29,23,615,138
2131753,24,123,1,1881,2029,0.000531632110579479,0.06539074960127592,0.012759170653907496,25,12,677,116
2139347,2,2,0,220,224,0.0,0.00909090909090909,0.00909090909090909,13,9,98,38
2165371,5,19,0,246,270,0.0,0.07723577235772358,0.02032520325203252,12,11,98,31
2172795,23,30,0,2857,2910,0.0,0.010500525026251312,0.008050402520126006,27,19,1099,197
2183798,6,36,0,989,1031,0.0,0.03640040444893832,0.006066734074823054,23,17,441,62
2196875,3,5,14,984,1006,0.014227642276422764,0.00508130081300813,0.003048780487804878,28,18,348,79
2227874,10,7,64,1903,1984,0.033631108775617445,0.0036784025223331584,0.005254860746190226,29,21,608,78
2242451,1,12,0,183,196,0.0,0.06557377049180328,0.00546448087431694,11,9,79,25
2242773,11,29,1,1500,1541,0.0006666666666666666,0.019333333333333334,0.007333333333333333,29,19,615,95
2256395,6,10,0,180,196,0.0,0.05555555555555555,0.03333333333333333,12,11,82,28
2267344,14,114,3,1713,1844,0.0017513134851138354,0.06654991243432574,0.008172796263864565,28,19,886,105
2272401,1,6,1,153,161,0.006535947712418301,0.0392156862745098,0.006535947712418301,11,13,62,15
2283337,36,49,50,1281,1416,0.039032006245121,0.03825136612021858,0.02810304449648712,28,19,482,120
2302002,39,17,63,962,1081,0.06548856548856549,0.017671517671517672,0.04054054054054054,15,19,374,68
2319819,17,228,3,3055,3303,0.0009819967266775777,0.07463175122749591,0.005564648117839607,29,23,1112,145
2338844,1,1,0,46,48,0.0,0.021739130434782608,0.021739130434782608,5,4,19,8
2352151,4,0,69,755,828,0.0913907284768212,0.0,0.005298013245033113,20,14,297,71
2357844,20,30,67,698,815,0.09598853868194843,0.04297994269340974,0.02865329512893983,24,17,337,125
2364046,17,95,3,1919,2034,0.001563314226159458,0.04950495049504951,0.008858780614903595,23,19,772,115
2364863,4,7,0,362,373,0.0,0.019337016574585635,0.011049723756906077,20,16,166,60
2379445,11,6,2,583,602,0.003430531732418525,0.010291595197255575,0.018867924528301886,22,17,240,98
2400099,18,8,10,1140,1176,0.008771929824561403,0.007017543859649123,0.015789473684210527,28,23,421,156
2489487,8,1,83,1087,1179,0.07635694572217111,0.0009199632014719411,0.007359705611775529,26,13,431,83
2493818,11,29,0,876,916,0.0,0.033105022831050226,0.012557077625570776,23,23,267,91
2502524,5,79,2,4613,4699,0.00043355733795794494,0.017125514849338826,0.0010838933448948623,29,22,1724,275
2510646,0,0,0,40,40,0.0,0.0,0.0,5,3,19,7
2527320,2,4,12,681,699,0.01762114537444934,0.005873715124816446,0.002936857562408223,19,16,281,81
2536588,15,61,2,953,1031,0.002098635886673662,0.06400839454354669,0.015739769150052464,24,16,356,100
2557196,3,7,1,399,410,0.002506265664160401,0.017543859649122806,0.007518796992481203,14,11,154,39
2588780,11,24,2,1481,1518,0.0013504388926401081,0.016205266711681297,0.007427413909520594,29,19,631,207
2590763,1,1,104,413,519,0.25181598062953997,0.002421307506053269,0.002421307506053269,19,17,391,65
2622091,9,12,55,2028,2104,0.027120315581854043,0.005917159763313609,0.004437869822485207,29,24,720,196
2639819,2,1,39,984,1026,0.039634146341463415,0.0010162601626016261,0.0020325203252032522,19,14,424,73
2675166,0,58,0,1548,1606,0.0,0.037467700258397935,0.0,17,17,625,139
2683726,5,10,102,761,878,0.1340341655716163,0.013140604467805518,0.006570302233902759,24,20,286,65
2686606,11,23,78,1844,1956,0.04229934924078091,0.012472885032537961,0.00596529284164859,18,17,811,116
2695854,25,15,135,980,1155,0.1377551020408163,0.015306122448979591,0.025510204081632654,22,18,365,114
2696208,1,0,0,113,114,0.0,0.0,0.008849557522123894,12,14,42,19
2720721,21,8,11,5208,5248,0.002112135176651306,0.0015360983102918587,0.004032258064516129,30,21,2184,191
2742560,38,49,6,2476,2569,0.0024232633279483036,0.01978998384491115,0.015347334410339256,30,24,910,99
2745737,15,73,0,1063,1151,0.0,0.06867356538099718,0.014111006585136407,19,15,417,105
2751701,2,4,20,1666,1692,0.012004801920768308,0.0024009603841536613,0.0012004801920768306,14,13,577,73
2763135,2,0,0,133,135,0.0,0.0,0.015037593984962405,7,12,55,26
2803672,0,2,0,261,263,0.0,0.007662835249042145,0.0,15,13,123,40
2814416,10,10,45,964,1029,0.046680497925311204,0.01037344398340249,0.01037344398340249,31,19,384,123
2820961,24,34,29,2502,2589,0.011590727418065548,0.013589128697042365,0.009592326139088728,30,17,888,194
2839379,4,3,7,367,381,0.01907356948228883,0.008174386920980926,0.010899182561307902,27,18,113,65
2845412,6,9,5,612,632,0.008169934640522876,0.014705882352941176,0.00980392156862745,25,18,231,65
2870275,5,1,2,797,805,0.002509410288582183,0.0012547051442910915,0.006273525721455458,19,17,336,85
2883429,1,5,0,345,351,0.0,0.014492753623188406,0.002898550724637681,17,13,132,48
2887948,2,1,0,204,207,0.0,0.004901960784313725,0.00980392156862745,14,12,78,41
2896763,1,12,0,383,396,0.0,0.031331592689295036,0.0026109660574412533,23,17,165,59
2910556,33,158,0,1162,1353,0.0,0.1359724612736661,0.028399311531841654,29,21,517,169
2913602,36,91,8,1399,1534,0.005718370264474625,0.06504646175839886,0.02573266619013581,30,19,491,92
2934039,6,4,5,512,527,0.009765625,0.0078125,0.01171875,21,15,168,47
2935703,19,19,3,1779,1820,0.0016863406408094434,0.010680157391793142,0.010680157391793142,30,17,716,134
2950136,24,74,83,878,1059,0.09453302961275627,0.08428246013667426,0.02733485193621868,24,20,340,142
2952532,19,7,83,2034,2143,0.040806293018682396,0.00344149459193707,0.009341199606686333,25,16,644,82
2967122,8,30,1,792,831,0.0012626262626262627,0.03787878787878788,0.010101010101010102,30,23,318,184
2989110,27,56,5,906,994,0.005518763796909493,0.06181015452538632,0.029801324503311258,28,15,389,83
3016266,11,72,0,1353,1436,0.0,0.05321507760532151,0.008130081300813009,29,17,778,157
3063448,21,97,5,2574,2697,0.0019425019425019425,0.03768453768453769,0.008158508158508158,29,24,1108,263
3065306,11,168,333,2701,3213,0.1232876712328767,0.06219918548685672,0.004072565716401333,29,20,1212,192
3066501,1,2,50,327,380,0.1529051987767584,0.0061162079510703364,0.0030581039755351682,13,12,153,58
3089923,2,5,5,626,638,0.007987220447284345,0.007987220447284345,0.003194888178913738,17,18,309,96
3141769,8,30,0,640,678,0.0,0.046875,0.0125,25,17,263,77
3141933,6,8,1,683,698,0.0014641288433382138,0.01171303074670571,0.008784773060029283,22,17,245,37
3162324,8,28,1,526,563,0.0019011406844106464,0.053231939163498096,0.015209125475285171,16,18,393,63
3166978,45,117,1,972,1135,0.00102880658436214,0.12037037037037036,0.046296296296296294,26,19,290,83
3190957,9,3,0,720,732,0.0,0.004166666666666667,0.0125,21,23,288,157
3191339,0,1,1,156,158,0.00641025641025641,0.00641025641025641,0.0,15,14,82,36
3192805,6,17,11,299,333,0.03678929765886288,0.056856187290969896,0.020066889632107024,14,12,89,25
3207324,0,0,6,108,114,0.05555555555555555,0.0,0.0,7,6,44,28
3227231,29,142,1,1900,2072,0.0005263157894736842,0.07473684210526316,0.015263157894736841,25,24,837,200
3233000,6,1,0,359,366,0.0,0.002785515320334262,0.016713091922005572,19,14,148,49
3240412,1,9,0,763,773,0.0,0.011795543905635648,0.001310615989515072,26,20,359,131
3282021,39,303,246,6916,7504,0.035569693464430306,0.043811451706188546,0.005639097744360902,28,21,2374,299
3304327,19,196,6,2249,2470,0.0026678523788350376,0.0871498443752779,0.008448199199644287,24,24,713,106
3318666,40,98,756,7576,8470,0.09978880675818373,0.01293558606124604,0.005279831045406547,31,22,2386,224
3324323,2,3,0,442,447,0.0,0.006787330316742082,0.004524886877828055,16,14,206,56
3328558,21,122,84,2440,2667,0.03442622950819672,0.05,0.00860655737704918,30,19,911,144
3350428,8,11,25,769,813,0.032509752925877766,0.014304291287386216,0.010403120936280884,22,19,268,64
3375066,14,7,0,321,342,0.0,0.021806853582554516,0.04361370716510903,21,17,102,63
3378138,0,1,3,1192,1196,0.0025167785234899327,0.0008389261744966443,0.0,26,21,427,77
3380259,11,0,17,588,616,0.02891156462585034,0.0,0.01870748299319728,25,14,196,60
3384843,8,6,53,781,848,0.0678617157490397,0.0076824583866837385,0.010243277848911651,16,17,336,128
3395807,0,0,0,303,303,0.0,0.0,0.0,17,16,153,54
3421308,0,0,0,5,5,0.0,0.0,0.0,1,1,1,1
3423779,10,16,1,121,148,0.008264462809917356,0.1322314049586777,0.08264462809917356,11,13,37,24
3442818,47,162,262,5367,5838,0.04881684367430594,0.03018446059250978,0.008757220048444196,31,22,2599,347
3447448,1,4,0,65,70,0.0,0.06153846153846154,0.015384615384615385,2,5,29,17
3460631,24,21,0,507,552,0.0,0.04142011834319527,0.047337278106508875,26,19,209,55
3466367,3,20,70,1361,1454,0.05143277002204261,0.014695077149155033,0.002204261572373255,22,17,610,151
3468674,8,2,0,57,67,0.0,0.03508771929824561,0.14035087719298245,9,7,36,28
3482403,10,13,4,504,531,0.007936507936507936,0.025793650793650792,0.01984126984126984,23,19,217,69
3495324,1,15,0,624,640,0.0,0.02403846153846154,0.0016025641025641025,20,18,265,67
3508821,14,4,6,770,794,0.007792207792207792,0.005194805194805195,0.01818181818181818,19,18,321,67
3512329,12,18,145,2973,3148,0.048772283888328286,0.006054490413723511,0.004036326942482341,30,17,1162,145
3519280,34,73,19,1387,1513,0.0136986301369863,0.05263157894736842,0.024513338139870222,18,21,559,101
3543407,6,19,118,1973,2116,0.05980739989863153,0.00963000506842372,0.0030410542321338066,23,15,746,100
3566914,19,61,0,1588,1668,0.0,0.03841309823677582,0.011964735516372796,26,18,620,108
3567524,0,0,6,281,287,0.021352313167259787,0.0,0.0,12,10,134,42
3569244,3,16,1,1411,1431,0.0007087172218284905,0.011339475549255847,0.002126151665485471,31,21,681,173
3569918,3,6,0,148,157,0.0,0.04054054054054054,0.02027027027027027,15,12,61,25
3577313,6,5,20,388,419,0.05154639175257732,0.01288659793814433,0.015463917525773196,20,16,145,67
3578206,12,4,97,5871,5984,0.01652188724237779,0.0006813149378300119,0.002043944813490036,31,21,2052,286
3607854,43,118,85,2124,2370,0.04001883239171375,0.05555555555555555,0.02024482109227872,28,24,753,136
3631290,4,6,11,376,397,0.02925531914893617,0.015957446808510637,0.010638297872340425,19,16,130,46
3632278,15,9,4,1141,1169,0.0035056967572304996,0.007887817703768623,0.013146362839614373,26,19,447,78
3662776,44,4,23,1348,1419,0.017062314540059347,0.002967359050445104,0.032640949554896145,28,23,549,194
3671315,76,340,21,3384,3821,0.0062056737588652485,0.10047281323877069,0.022458628841607566,31,24,1227,236
3671520,23,105,3,1310,1441,0.0022900763358778627,0.08015267175572519,0.017557251908396947,26,19,399,78
3694961,115,197,5,9405,9722,0.000531632110579479,0.020946305156831473,0.012227538543328018,31,21,3669,515
3695398,13,0,123,1863,1999,0.06602254428341385,0.0,0.006977992485238862,26,19,591,72
3709994,6,5,86,1291,1388,0.06661502711076685,0.0038729666924864447,0.004647560030983733,28,17,474,69
3712578,17,61,1,1471,1550,0.0006798096532970768,0.04146838885112169,0.011556764106050306,31,21,482,123
3714513,6,4,29,1023,1062,0.028347996089931573,0.0039100684261974585,0.005865102639296188,25,19,396,94
3731463,15,59,1,3978,4053,0.00025138260432378077,0.014831573655103066,0.003770739064856712,28,15,1171,90
3763394,9,12,0,246,267,0.0,0.04878048780487805,0.036585365853658534,18,15,110,46
3789630,5,12,0,421,438,0.0,0.028503562945368172,0.011876484560570071,17,14,133,35
3791755,1,0,0,341,342,0.0,0.0,0.002932551319648094,15,13,158,41
3792677,15,47,0,764,826,0.0,0.061518324607329845,0.01963350785340314,27,23,290,72
3796254,5,5,0,222,232,0.0,0.02252252252252252,0.02252252252252252,13,16,85,40
