item_category,category_buy_count,category_cart_count,category_fav_count,category_pv_count,category_user_count,category_item_count,category_total_interaction_count,category_fav_rate,category_cart_rate,category_buy_rate
84,0,0,0,1,1,1,1,0.0,0.0,0.0
85,4,38,34,1054,164,357,1130,0.03225806451612903,0.036053130929791274,0.003795066413662239
86,0,0,0,8,3,4,8,0.0,0.0,0.0
89,0,3,8,302,95,120,313,0.026490066225165563,0.009933774834437087,0.0
90,1,0,0,0,1,1,1,0.0,0.0,0.0
91,0,0,0,6,3,2,6,0.0,0.0,0.0
93,3,20,4,382,61,150,409,0.010471204188481676,0.05235602094240838,0.007853403141361256
94,64,117,38,5576,605,1662,5795,0.0068149210903873745,0.02098278335724534,0.011477761836441894
96,0,0,1,13,3,6,14,0.07692307692307693,0.0,0.0
97,2,6,0,72,15,38,80,0.0,0.08333333333333333,0.027777777777777776
98,0,1,0,58,20,20,59,0.0,0.017241379310344827,0.0
100,0,3,1,87,24,33,91,0.011494252873563218,0.034482758620689655,0.0
101,1,0,0,3,1,1,4,0.0,0.0,0.3333333333333333
102,1,6,2,65,16,27,74,0.03076923076923077,0.09230769230769231,0.015384615384615385
105,0,1,0,8,5,5,9,0.0,0.125,0.0
107,62,157,146,7497,870,2167,7862,0.019474456449246367,0.02094171001734027,0.008269974656529278
108,31,59,66,2893,415,566,3049,0.022813688212927757,0.020394054614586935,0.010715520221223643
109,0,0,0,15,7,7,15,0.0,0.0,0.0
110,67,70,25,1260,155,316,1422,0.01984126984126984,0.05555555555555555,0.05317460317460317
111,1,1,0,20,4,9,22,0.0,0.05,0.05
112,1,0,0,26,8,7,27,0.0,0.0,0.038461538461538464
114,17,50,27,864,194,229,958,0.03125,0.05787037037037037,0.019675925925925927
115,8,10,4,245,62,78,267,0.0163265306122449,0.04081632653061224,0.0326530612244898
116,0,3,0,149,13,64,152,0.0,0.020134228187919462,0.0
118,23,68,17,868,165,278,976,0.019585253456221197,0.07834101382488479,0.026497695852534562
120,6,26,22,624,141,154,678,0.035256410256410256,0.041666666666666664,0.009615384615384616
121,0,3,0,33,4,17,36,0.0,0.09090909090909091,0.0
123,0,0,0,8,2,2,8,0.0,0.0,0.0
125,0,1,1,69,19,23,71,0.014492753623188406,0.014492753623188406,0.0
126,9,11,13,662,145,96,695,0.019637462235649546,0.01661631419939577,0.013595166163141994
127,1,1,1,59,5,21,62,0.01694915254237288,0.01694915254237288,0.01694915254237288
129,1,1,0,2,1,1,4,0.0,0.5,0.5
130,0,0,2,45,14,18,47,0.044444444444444446,0.0,0.0
131,0,0,0,9,1,4,9,0.0,0.0,0.0
132,0,0,0,4,1,3,4,0.0,0.0,0.0
134,0,0,0,4,2,2,4,0.0,0.0,0.0
135,0,0,0,1,1,1,1,0.0,0.0,0.0
137,0,0,0,2,1,1,2,0.0,0.0,0.0
138,11,24,3,305,76,88,343,0.009836065573770493,0.07868852459016394,0.036065573770491806
139,2,3,1,42,8,17,48,0.023809523809523808,0.07142857142857142,0.047619047619047616
140,1,9,0,98,4,38,108,0.0,0.09183673469387756,0.01020408163265306
141,0,0,0,3,1,1,3,0.0,0.0,0.0
145,6,5,1,73,15,22,85,0.0136986301369863,0.0684931506849315,0.0821917808219178
147,0,5,1,196,37,69,202,0.00510204081632653,0.025510204081632654,0.0
150,88,202,62,4884,492,728,5236,0.012694512694512694,0.04135954135954136,0.018018018018018018
151,0,0,0,5,3,3,5,0.0,0.0,0.0
155,11,57,21,1622,133,431,1711,0.012946979038224414,0.03514180024660912,0.006781750924784217
157,12,8,5,362,82,93,387,0.013812154696132596,0.022099447513812154,0.03314917127071823
158,6,9,1,89,9,21,105,0.011235955056179775,0.10112359550561797,0.06741573033707865
160,0,1,0,25,9,6,26,0.0,0.04,0.0
163,0,0,0,4,2,1,4,0.0,0.0,0.0
164,2,6,1,260,40,120,269,0.0038461538461538464,0.023076923076923078,0.007692307692307693
166,0,0,0,2,1,1,2,0.0,0.0,0.0
169,25,65,17,1678,123,495,1785,0.010131108462455305,0.03873659117997616,0.014898688915375448
170,1,3,1,79,7,33,84,0.012658227848101266,0.0379746835443038,0.012658227848101266
171,0,1,2,55,18,28,58,0.03636363636363636,0.01818181818181818,0.0
172,3,6,1,95,23,37,105,0.010526315789473684,0.06315789473684211,0.031578947368421054
174,0,0,1,14,2,4,15,0.07142857142857142,0.0,0.0
176,2,3,6,439,81,131,450,0.01366742596810934,0.00683371298405467,0.004555808656036446
178,0,0,0,8,6,6,8,0.0,0.0,0.0
184,0,0,0,4,2,2,4,0.0,0.0,0.0
186,0,0,0,1,1,1,1,0.0,0.0,0.0
189,0,0,0,82,21,29,82,0.0,0.0,0.0
192,12,29,3,228,57,81,272,0.013157894736842105,0.12719298245614036,0.05263157894736842
194,1,0,0,23,1,8,24,0.0,0.0,0.043478260869565216
197,0,0,0,2,1,1,2,0.0,0.0,0.0
198,68,401,324,9546,631,2550,10339,0.0339409176618479,0.042007123402472236,0.007123402472239681
199,0,2,0,42,15,19,44,0.0,0.047619047619047616,0.0
200,0,4,16,2669,286,974,2689,0.005994754589733983,0.0014986886474334957,0.0
201,2,7,0,58,17,19,67,0.0,0.1206896551724138,0.034482758620689655
202,1,0,1,55,9,17,57,0.01818181818181818,0.0,0.01818181818181818
204,0,0,0,3,1,1,3,0.0,0.0,0.0
205,36,50,2,683,93,236,771,0.0029282576866764276,0.07320644216691069,0.0527086383601757
206,1,2,0,27,11,13,30,0.0,0.07407407407407407,0.037037037037037035
208,0,7,3,111,10,38,121,0.02702702702702703,0.06306306306306306,0.0
209,0,0,0,6,2,2,6,0.0,0.0,0.0
214,0,0,0,22,8,13,22,0.0,0.0,0.0
215,42,142,150,6894,703,1537,7228,0.02175805047867711,0.020597621119814332,0.006092254134029591
216,0,0,9,120,15,31,129,0.075,0.0,0.0
217,0,0,0,3,1,1,3,0.0,0.0,0.0
219,11,25,12,311,48,116,359,0.03858520900321544,0.08038585209003216,0.03536977491961415
220,56,160,17,1816,231,395,2049,0.009361233480176211,0.0881057268722467,0.030837004405286344
223,0,0,0,7,3,3,7,0.0,0.0,0.0
227,0,0,0,12,4,6,12,0.0,0.0,0.0
230,0,0,0,2,1,1,2,0.0,0.0,0.0
231,124,215,167,7434,700,992,7940,0.022464352972827548,0.0289211729889696,0.01668011837503363
232,53,120,23,2625,171,651,2821,0.008761904761904762,0.045714285714285714,0.02019047619047619
233,5,1,8,314,75,48,328,0.025477707006369428,0.0031847133757961785,0.01592356687898089
234,0,5,2,114,36,49,121,0.017543859649122806,0.043859649122807015,0.0
235,0,0,0,12,5,6,12,0.0,0.0,0.0
237,0,0,0,2,1,2,2,0.0,0.0,0.0
239,0,2,0,34,10,14,36,0.0,0.058823529411764705,0.0
240,8,13,14,396,81,158,431,0.03535353535353535,0.03282828282828283,0.020202020202020204
242,131,488,422,15090,1320,2864,16131,0.027965540092776672,0.032339297548045064,0.008681245858184227
243,3,3,8,95,27,33,109,0.08421052631578947,0.031578947368421054,0.031578947368421054
244,0,0,0,27,8,17,27,0.0,0.0,0.0
245,1,0,0,32,9,17,33,0.0,0.0,0.03125
246,0,0,0,1,1,1,1,0.0,0.0,0.0
247,1,4,1,287,51,157,293,0.003484320557491289,0.013937282229965157,0.003484320557491289
248,0,0,0,2,1,1,2,0.0,0.0,0.0
249,0,0,0,7,3,3,7,0.0,0.0,0.0
254,10,44,66,1544,178,525,1664,0.042746113989637305,0.02849740932642487,0.006476683937823834
255,2,3,1,91,10,28,97,0.01098901098901099,0.03296703296703297,0.02197802197802198
256,0,0,0,14,4,6,14,0.0,0.0,0.0
257,8,28,3,416,103,128,455,0.007211538461538462,0.0673076923076923,0.019230769230769232
258,1,1,0,3,1,1,5,0.0,0.3333333333333333,0.3333333333333333
259,3,2,2,324,48,93,331,0.006172839506172839,0.006172839506172839,0.009259259259259259
260,0,0,0,45,4,16,45,0.0,0.0,0.0
261,0,0,0,32,9,14,32,0.0,0.0,0.0
262,0,0,0,2,1,1,2,0.0,0.0,0.0
263,0,0,0,2,1,1,2,0.0,0.0,0.0
264,0,1,0,13,4,4,14,0.0,0.07692307692307693,0.0
265,0,0,0,3,1,1,3,0.0,0.0,0.0
267,0,0,0,3,1,1,3,0.0,0.0,0.0
270,5,7,2,186,52,35,200,0.010752688172043012,0.03763440860215054,0.026881720430107527
271,4,3,1,121,29,41,129,0.008264462809917356,0.024793388429752067,0.03305785123966942
272,0,0,0,26,11,15,26,0.0,0.0,0.0
274,0,0,0,10,4,7,10,0.0,0.0,0.0
276,0,0,0,23,10,14,23,0.0,0.0,0.0
277,0,0,0,11,5,5,11,0.0,0.0,0.0
279,6,36,57,3060,275,682,3159,0.018627450980392157,0.011764705882352941,0.00196078431372549
280,10,32,38,2164,537,188,2244,0.01756007393715342,0.014787430683918669,0.0046210720887245845
281,15,26,12,991,182,258,1044,0.012108980827447022,0.026236125126135216,0.015136226034308779
282,0,0,0,4,2,2,4,0.0,0.0,0.0
284,155,269,96,6706,840,1391,7226,0.014315538323889055,0.04011333134506412,0.02311362958544587
285,0,0,0,29,8,12,29,0.0,0.0,0.0
288,10,55,25,2522,156,542,2612,0.009912767644726407,0.021808088818398096,0.003965107057890563
289,1,2,0,31,13,11,34,0.0,0.06451612903225806,0.03225806451612903
290,0,1,0,39,10,12,40,0.0,0.02564102564102564,0.0
291,1,2,6,44,6,16,53,0.13636363636363635,0.045454545454545456,0.022727272727272728
292,263,743,407,17022,1422,3150,18435,0.02391023381506286,0.04364939490071672,0.015450593349782634
293,0,0,0,32,8,14,32,0.0,0.0,0.0
295,0,0,0,10,2,3,10,0.0,0.0,0.0
296,1,20,29,1173,238,291,1223,0.0247229326513214,0.017050298380221655,0.0008525149190110827
297,2,21,12,1204,71,296,1239,0.009966777408637873,0.01744186046511628,0.0016611295681063123
298,0,3,7,310,53,97,320,0.02258064516129032,0.00967741935483871,0.0
299,2,1,0,10,3,3,13,0.0,0.1,0.2
300,8,33,25,1603,191,494,1669,0.015595757953836557,0.020586400499064253,0.004990642545227698
301,0,3,1,709,179,203,713,0.0014104372355430183,0.004231311706629055,0.0
305,0,1,0,15,4,3,16,0.0,0.06666666666666667,0.0
306,1,1,0,14,5,3,16,0.0,0.07142857142857142,0.07142857142857142
308,0,0,0,16,8,5,16,0.0,0.0,0.0
309,6,12,3,189,62,66,210,0.015873015873015872,0.06349206349206349,0.031746031746031744
312,0,0,0,3,1,1,3,0.0,0.0,0.0
314,0,0,0,4,1,2,4,0.0,0.0,0.0
316,21,125,85,2790,373,867,3021,0.03046594982078853,0.044802867383512544,0.007526881720430108
317,0,4,0,20,6,8,24,0.0,0.2,0.0
318,4,11,21,647,158,93,683,0.03245749613601236,0.017001545595054096,0.0061823802163833074
322,0,0,0,17,4,9,17,0.0,0.0,0.0
324,0,2,1,58,22,10,61,0.017241379310344827,0.034482758620689655,0.0
325,0,1,2,59,12,25,62,0.03389830508474576,0.01694915254237288,0.0
326,0,1,0,25,9,12,26,0.0,0.04,0.0
327,1,3,4,225,46,106,233,0.017777777777777778,0.013333333333333334,0.0044444444444444444
328,0,0,0,28,10,15,28,0.0,0.0,0.0
329,0,3,0,165,23,67,168,0.0,0.01818181818181818,0.0
331,1,1,0,16,2,4,18,0.0,0.0625,0.0625
332,20,26,7,888,188,364,941,0.007882882882882882,0.02927927927927928,0.02252252252252252
335,0,0,2,27,12,14,29,0.07407407407407407,0.0,0.0
336,2,4,3,67,14,23,76,0.04477611940298507,0.05970149253731343,0.029850746268656716
337,8,15,10,860,150,276,893,0.011627906976744186,0.01744186046511628,0.009302325581395349
338,9,11,5,277,65,69,302,0.018050541516245487,0.039711191335740074,0.032490974729241874
339,0,0,0,15,4,10,15,0.0,0.0,0.0
340,12,10,1,390,28,115,413,0.002564102564102564,0.02564102564102564,0.03076923076923077
343,4,0,1,76,13,25,81,0.013157894736842105,0.0,0.05263157894736842
344,1,0,3,101,10,25,105,0.0297029702970297,0.0,0.009900990099009901
345,0,0,1,31,14,17,32,0.03225806451612903,0.0,0.0
346,0,0,0,40,14,15,40,0.0,0.0,0.0
347,10,25,11,371,67,99,417,0.029649595687331536,0.0673854447439353,0.026954177897574125
348,0,0,0,2,1,1,2,0.0,0.0,0.0
350,0,0,0,81,29,37,81,0.0,0.0,0.0
351,1,1,2,34,14,16,38,0.058823529411764705,0.029411764705882353,0.029411764705882353
354,8,43,30,844,85,347,925,0.035545023696682464,0.0509478672985782,0.009478672985781991
355,0,0,0,1,1,1,1,0.0,0.0,0.0
360,0,0,0,2,1,1,2,0.0,0.0,0.0
362,1,6,3,497,59,165,507,0.006036217303822937,0.012072434607645875,0.002012072434607646
363,25,115,80,5003,319,1627,5223,0.01599040575654607,0.02298620827503498,0.004997001798920648
364,0,7,6,245,59,90,258,0.024489795918367346,0.02857142857142857,0.0
369,1,0,0,2,1,1,3,0.0,0.0,0.5
371,1,3,2,322,90,121,328,0.006211180124223602,0.009316770186335404,0.003105590062111801
372,0,0,0,6,2,3,6,0.0,0.0,0.0
374,0,0,0,72,20,30,72,0.0,0.0,0.0
377,0,0,0,26,4,10,26,0.0,0.0,0.0
382,1,8,6,643,76,209,658,0.00933125972006221,0.012441679626749611,0.0015552099533437014
384,2,53,124,2975,474,848,3154,0.041680672268907565,0.01781512605042017,0.0006722689075630252
385,0,2,0,4,2,3,6,0.0,0.5,0.0
387,0,0,0,6,2,2,6,0.0,0.0,0.0
388,20,36,9,566,88,182,631,0.015901060070671377,0.0636042402826855,0.0353356890459364
389,0,4,5,216,36,76,225,0.023148148148148147,0.018518518518518517,0.0
390,8,27,6,477,94,152,518,0.012578616352201259,0.05660377358490566,0.016771488469601678
391,0,0,1,25,12,11,26,0.04,0.0,0.0
392,0,7,2,61,12,26,70,0.03278688524590164,0.11475409836065574,0.0
393,0,1,0,19,6,7,20,0.0,0.05263157894736842,0.0
394,0,0,0,13,3,6,13,0.0,0.0,0.0
395,0,0,0,37,5,14,37,0.0,0.0,0.0
396,1,1,10,275,92,34,287,0.03636363636363636,0.0036363636363636364,0.0036363636363636364
397,3,5,7,422,49,134,437,0.016587677725118485,0.011848341232227487,0.0071090047393364926
398,5,8,0,123,23,37,136,0.0,0.06504065040650407,0.04065040650406504
402,1,2,3,69,21,25,75,0.043478260869565216,0.028985507246376812,0.014492753623188406
404,4,23,17,566,162,203,610,0.030035335689045935,0.04063604240282685,0.007067137809187279
407,0,1,0,33,14,14,34,0.0,0.030303030303030304,0.0
408,0,0,0,3,1,1,3,0.0,0.0,0.0
409,0,1,1,118,19,55,120,0.00847457627118644,0.00847457627118644,0.0
410,8,25,54,1081,257,339,1168,0.04995374653098982,0.02312673450508788,0.0074005550416281225
413,1,4,1,118,26,43,124,0.00847457627118644,0.03389830508474576,0.00847457627118644
414,13,23,10,368,96,104,414,0.02717391304347826,0.0625,0.035326086956521736
416,1,15,1,205,36,94,222,0.004878048780487805,0.07317073170731707,0.004878048780487805
417,0,5,5,264,70,79,274,0.01893939393939394,0.01893939393939394,0.0
418,4,5,15,361,43,84,385,0.04155124653739612,0.013850415512465374,0.0110803324099723
420,0,0,3,69,10,28,72,0.043478260869565216,0.0,0.0
421,0,0,0,1,1,1,1,0.0,0.0,0.0
422,0,0,0,2,1,1,2,0.0,0.0,0.0
426,0,0,0,4,1,2,4,0.0,0.0,0.0
427,2,8,21,662,100,191,693,0.03172205438066465,0.012084592145015106,0.0030211480362537764
428,0,0,0,10,6,6,10,0.0,0.0,0.0
429,2,15,8,352,108,106,377,0.022727272727272728,0.04261363636363636,0.005681818181818182
432,10,85,49,1706,224,381,1850,0.028722157092614303,0.049824150058616644,0.005861664712778429
433,0,0,1,9,4,4,10,0.1111111111111111,0.0,0.0
434,1,7,14,823,74,326,845,0.01701093560145808,0.00850546780072904,0.001215066828675577
435,5,7,6,161,29,58,179,0.037267080745341616,0.043478260869565216,0.031055900621118012
436,102,431,249,12875,1148,3910,13657,0.01933980582524272,0.03347572815533981,0.007922330097087378
437,113,512,716,24901,2259,6879,26242,0.028753865306614192,0.020561423236014616,0.004537970362636039
438,129,185,66,4072,596,1026,4452,0.016208251473477406,0.04543222003929273,0.03167976424361493
440,0,0,0,34,11,3,34,0.0,0.0,0.0
441,0,1,0,30,12,12,31,0.0,0.03333333333333333,0.0
442,1,5,4,232,45,88,242,0.017241379310344827,0.021551724137931036,0.004310344827586207
443,4,8,0,137,28,59,149,0.0,0.058394160583941604,0.029197080291970802
444,20,57,34,3968,250,1608,4079,0.008568548387096774,0.014364919354838709,0.005040322580645161
445,0,0,0,2,1,1,2,0.0,0.0,0.0
446,370,771,223,13114,1542,3075,14478,0.017004727771846882,0.05879213054750648,0.028214122312032942
447,2,0,7,321,44,124,330,0.021806853582554516,0.0,0.006230529595015576
448,0,0,0,3,1,1,3,0.0,0.0,0.0
449,2,2,3,306,86,87,313,0.00980392156862745,0.006535947712418301,0.006535947712418301
450,0,0,0,27,2,13,27,0.0,0.0,0.0
451,84,245,163,9241,1203,1746,9733,0.01763878368141976,0.0265122822205389,0.009089925332756195
452,0,0,0,2,1,1,2,0.0,0.0,0.0
454,3,4,4,73,26,36,84,0.0547945205479452,0.0547945205479452,0.0410958904109589
458,0,3,8,71,17,30,82,0.11267605633802817,0.04225352112676056,0.0
460,8,14,10,519,107,138,551,0.019267822736030827,0.02697495183044316,0.015414258188824663
463,1,1,2,22,4,6,26,0.09090909090909091,0.045454545454545456,0.045454545454545456
464,0,0,0,8,2,5,8,0.0,0.0,0.0
465,1,1,0,11,1,3,13,0.0,0.09090909090909091,0.09090909090909091
466,0,0,1,20,7,12,21,0.05,0.0,0.0
467,8,13,5,219,67,49,245,0.0228310502283105,0.0593607305936073,0.0365296803652968
470,3,47,29,1891,212,726,1970,0.015335801163405606,0.024854574299312534,0.0015864621893178213
472,3,4,5,111,16,32,123,0.04504504504504504,0.036036036036036036,0.02702702702702703
476,0,0,0,67,10,33,67,0.0,0.0,0.0
477,0,2,0,21,7,6,23,0.0,0.09523809523809523,0.0
479,1,0,1,32,7,11,34,0.03125,0.0,0.03125
480,0,0,0,5,2,3,5,0.0,0.0,0.0
481,0,0,0,11,2,7,11,0.0,0.0,0.0
482,0,1,0,3,2,2,4,0.0,0.3333333333333333,0.0
483,31,43,23,1038,160,305,1135,0.022157996146435453,0.041425818882466284,0.029865125240847785
484,35,109,41,2498,288,660,2683,0.016413130504403524,0.043634907926341074,0.01401120896717374
488,1,1,0,60,16,16,62,0.0,0.016666666666666666,0.016666666666666666
491,0,0,0,2,1,1,2,0.0,0.0,0.0
492,15,167,233,10896,983,2312,11311,0.021383994126284875,0.015326725403817914,0.0013766519823788547
493,18,60,27,1028,152,288,1133,0.026264591439688716,0.058365758754863814,0.017509727626459144
494,0,0,0,5,2,2,5,0.0,0.0,0.0
496,0,1,0,20,7,11,21,0.0,0.05,0.0
497,7,14,3,423,71,106,447,0.0070921985815602835,0.03309692671394799,0.016548463356973995
498,0,0,1,38,7,16,39,0.02631578947368421,0.0,0.0
499,0,0,1,48,12,18,49,0.020833333333333332,0.0,0.0
500,0,0,0,29,9,13,29,0.0,0.0,0.0
501,10,29,1,265,36,93,305,0.0037735849056603774,0.10943396226415095,0.03773584905660377
503,0,5,0,70,13,27,75,0.0,0.07142857142857142,0.0
504,11,8,5,232,27,61,256,0.021551724137931036,0.034482758620689655,0.04741379310344827
506,1,0,1,11,7,7,13,0.09090909090909091,0.0,0.09090909090909091
507,1,11,3,167,54,55,182,0.017964071856287425,0.0658682634730539,0.005988023952095809
508,371,1401,945,43891,2141,9463,46608,0.021530609920029163,0.03191998359572577,0.008452757968604042
509,0,1,0,39,7,13,40,0.0,0.02564102564102564,0.0
510,0,0,0,3,1,1,3,0.0,0.0,0.0
512,40,103,50,2227,345,618,2420,0.0224517287831163,0.046250561293219576,0.01796138302649304
513,2,1,4,30,10,13,37,0.13333333333333333,0.03333333333333333,0.06666666666666667
514,2,7,2,282,29,101,293,0.0070921985815602835,0.024822695035460994,0.0070921985815602835
515,3,13,11,602,121,227,629,0.018272425249169437,0.02159468438538206,0.0049833887043189366
516,1,4,2,76,22,18,83,0.02631578947368421,0.05263157894736842,0.013157894736842105
519,4,17,14,575,88,216,610,0.02434782608695652,0.029565217391304348,0.006956521739130435
520,1,1,3,57,5,24,62,0.05263157894736842,0.017543859649122806,0.017543859649122806
522,10,18,9,233,33,87,270,0.03862660944206009,0.07725321888412018,0.04291845493562232
523,0,0,0,4,3,3,4,0.0,0.0,0.0
524,0,0,1,148,29,77,149,0.006756756756756757,0.0,0.0
526,0,0,0,11,4,3,11,0.0,0.0,0.0
527,4,6,1,73,20,38,84,0.0136986301369863,0.0821917808219178,0.0547945205479452
528,0,0,1,33,12,14,34,0.030303030303030304,0.0,0.0
529,0,1,0,57,17,19,58,0.0,0.017543859649122806,0.0
531,0,1,2,105,23,18,108,0.01904761904761905,0.009523809523809525,0.0
533,1,2,1,45,14,19,49,0.022222222222222223,0.044444444444444446,0.022222222222222223
534,0,0,1,11,4,5,12,0.09090909090909091,0.0,0.0
535,2,10,8,376,39,137,396,0.02127659574468085,0.026595744680851064,0.005319148936170213
536,2,3,9,201,52,78,215,0.04477611940298507,0.014925373134328358,0.009950248756218905
537,0,1,1,19,4,4,21,0.05263157894736842,0.05263157894736842,0.0
538,0,0,0,3,1,1,3,0.0,0.0,0.0
539,0,2,1,59,14,17,62,0.01694915254237288,0.03389830508474576,0.0
540,2,5,1,99,14,44,107,0.010101010101010102,0.050505050505050504,0.020202020202020204
544,2,4,5,155,65,57,166,0.03225806451612903,0.025806451612903226,0.012903225806451613
545,0,0,0,13,7,11,13,0.0,0.0,0.0
547,3,108,46,1867,35,598,2024,0.024638457418318157,0.0578468130690948,0.0016068559185859668
550,0,0,0,4,2,2,4,0.0,0.0,0.0
551,1,2,2,98,9,35,103,0.02040816326530612,0.02040816326530612,0.01020408163265306
552,488,1461,1392,60538,3392,15502,63879,0.022993822062175824,0.0241336020350854,0.008061052562027157
554,0,0,3,26,12,9,29,0.11538461538461539,0.0,0.0
557,0,0,0,2,1,1,2,0.0,0.0,0.0
560,3,12,11,259,98,19,285,0.04247104247104247,0.04633204633204633,0.011583011583011582
561,0,0,2,13,1,2,15,0.15384615384615385,0.0,0.0
563,0,0,0,2,1,1,2,0.0,0.0,0.0
564,11,15,5,136,23,35,167,0.03676470588235294,0.11029411764705882,0.08088235294117647
566,41,88,24,815,210,321,968,0.029447852760736196,0.10797546012269939,0.05030674846625767
568,1,4,1,22,5,8,28,0.045454545454545456,0.18181818181818182,0.045454545454545456
570,0,0,0,1,1,1,1,0.0,0.0,0.0
572,2,3,2,22,6,9,29,0.09090909090909091,0.13636363636363635,0.09090909090909091
574,11,86,49,3559,433,1135,3705,0.01376791233492554,0.024164091036808093,0.0030907558302894073
576,0,0,0,2,1,1,2,0.0,0.0,0.0
577,4,7,0,24,4,7,35,0.0,0.2916666666666667,0.16666666666666666
581,1,4,2,67,10,19,74,0.029850746268656716,0.05970149253731343,0.014925373134328358
582,2,1,0,118,25,50,121,0.0,0.00847457627118644,0.01694915254237288
583,35,26,5,735,90,184,801,0.006802721088435374,0.03537414965986395,0.047619047619047616
585,0,0,0,6,2,2,6,0.0,0.0,0.0
586,5,23,10,383,43,160,421,0.02610966057441253,0.06005221932114883,0.013054830287206266
590,13,28,2,1502,61,623,1545,0.0013315579227696406,0.018641810918774968,0.008655126498002663
591,4,10,7,432,65,159,453,0.016203703703703703,0.023148148148148147,0.009259259259259259
594,0,0,0,24,6,11,24,0.0,0.0,0.0
597,2,9,13,1199,163,366,1223,0.010842368640533779,0.007506255212677231,0.0016680567139282735
599,5,1,10,654,39,205,670,0.01529051987767584,0.0015290519877675841,0.00764525993883792
600,15,21,11,680,54,196,727,0.016176470588235296,0.030882352941176472,0.022058823529411766
602,1,0,2,19,7,7,22,0.10526315789473684,0.0,0.05263157894736842
603,105,263,130,4406,770,1351,4904,0.029505220154335,0.059691330004539266,0.02383113935542442
604,2,10,1,71,23,27,84,0.014084507042253521,0.14084507042253522,0.028169014084507043
