user_id,buy,cart,fav,pv
6392284,1,0,0,26
6419226,5,11,1,181
6435793,1,45,9,2495
6437749,13,29,2,1533
6438366,0,0,2,77
6442389,4,1,0,619
6443596,16,35,69,2520
6452476,20,85,5,2252
6478780,17,46,23,1700
6500341,13,17,2,468
6504113,50,88,0,1759
6516360,21,11,2,805
6516985,3,3,1,358
6556740,8,60,2,1098
6566040,8,3,0,140
6582864,35,56,46,583
6596569,1,40,0,496
6598755,3,1,1,178
6640205,13,3,3,501
6643814,8,37,0,359
6685234,6,50,4,1259
6722083,11,2,32,939
6723204,3,2,9,213
6734365,6,11,1,244
6769671,0,0,0,100
6776778,22,35,1,737
6799716,3,2,0,311
6812814,2,0,1,276
6814789,35,56,41,3086
6847334,3,8,2,533
6861624,3,64,4,1602
6884739,7,14,4,599
6926678,17,11,91,2101
6931133,4,22,0,226
6957110,1,0,0,12
6966107,4,44,1,302
6997005,43,24,21,1413
7011544,11,23,21,959
7012275,2,4,1,87
7018172,4,7,2,100
7030262,8,16,2,1164
7033860,0,13,2,263
7053874,4,1,0,446
7055673,24,13,11,1736
7072231,6,26,78,978
7089989,1,0,0,56
7094594,8,26,0,1597
7121453,8,13,2,573
7129140,22,21,0,326
7138866,20,49,1,1562
7144740,4,13,179,2470
7175674,7,12,0,1043
7196391,10,23,133,999
7197108,3,71,0,1747
7202772,9,1,28,1370
7207480,33,139,0,1260
7223825,5,12,11,496
7226947,47,131,35,1426
7234861,49,569,1165,15791
7248646,1,17,31,1048
7254306,19,49,0,840
7267531,23,85,1,815
7277182,11,52,0,802
7288446,5,9,0,244
7295557,7,14,0,3020
7341876,21,17,65,1253
7363107,28,30,0,255
7365270,4,5,11,279
7366396,18,37,6,1339
7391440,16,14,15,738
7397337,22,146,176,3111
7409910,0,0,0,10
7427667,1,0,0,199
7434912,0,30,1,562
7436994,35,45,35,1085
7446574,4,5,13,800
7470488,5,12,9,858
7507359,1,1,0,181
7538685,1,9,0,300
7554598,1,0,4,356
7560153,9,0,25,568
7572838,0,1,2,173
7585996,39,243,13,3783
7604354,8,16,0,210
7606334,10,20,0,262
7610653,21,27,0,562
7612152,8,54,0,2401
7623264,1,1,3,413
7630304,15,152,1,2859
7646195,12,15,1,436
7647261,2,1,2,293
7679270,18,0,2,851
7713477,0,6,1,873
7723951,2,5,11,606
7733967,6,6,1,193
7761295,13,48,20,2299
7766678,7,53,6,1133
7774023,16,20,11,2919
7780072,1,26,0,578
7788241,27,21,10,1018
7799018,7,11,11,1379
7829997,7,14,1,449
7843229,8,15,4,955
7853740,55,186,1,1581
7874812,5,3,11,313
7881635,4,3,242,1521
7892881,44,138,2,1761
7915670,3,15,0,621
7956207,7,112,1,1482
7959667,19,21,1,391
7970200,2,9,0,130
8009008,9,8,2,997
8034995,0,5,0,378
8045744,11,165,85,2206
8052951,32,96,7,933
8085465,0,0,0,139
8119848,37,11,59,1101
8197937,35,172,46,2951
8205078,24,67,6,3501
8213864,60,142,4,2774
8217647,16,1,11,2203
8231529,23,35,20,1210
8240912,15,66,20,1594
8249269,11,51,266,3390
8311653,2,3,1,392
8319301,0,1,1,70
8325510,11,83,80,6675
8337357,11,11,0,782
8350359,5,53,64,2731
8354126,4,15,191,4998
8359310,4,47,0,992
8362294,11,9,0,185
8370322,18,43,1,1270
8376762,0,0,0,20
8382449,33,6,35,2587
8388321,9,28,0,283
8397935,4,1,26,932
8400761,0,0,0,16
8406569,10,2,46,795
8413012,4,1,0,130
8427578,3,0,4,162
8439431,1,0,34,863
8440456,8,2,88,4328
8443684,13,61,9,3330
8445368,9,1,0,453
8446375,5,8,1,104
8452470,14,11,0,449
8455780,9,36,3,571
8499333,10,47,23,1383
8499885,27,35,2,885
8509077,2,0,2,34
8544418,0,11,0,253
8581353,10,8,0,886
8596951,37,78,595,4704
8679255,72,149,3,1717
8686191,13,21,67,1835
8688021,14,17,0,451
8692489,3,3,1,205
8695857,0,17,74,2037
8702919,33,33,212,3237
8747297,4,4,5,84
8750098,10,24,0,311
8764314,28,33,0,533
8784082,12,21,0,293
8785103,0,2,0,60
8801409,13,12,30,2199
8820897,14,59,2,1000
8823134,1,1,0,221
8832025,2,3,14,612
8847877,25,72,2,1990
8856141,5,12,3,383
8863153,4,7,0,144
8886191,38,419,101,5976
8909639,11,5,16,307
8913893,25,130,1,1563
8915107,31,65,49,2589
8917150,26,174,4,3331
8971089,0,0,4,166
8973625,6,8,15,740
8977686,0,15,1,740
9032548,2,7,2,514
9056309,6,35,0,855
9065398,1,0,1,215
9087115,3,0,13,330
9090200,4,10,2,1193
9092898,11,20,0,935
9138659,5,0,26,1823
9144935,8,12,9,468
9149930,13,39,56,1444
9150141,1,0,1,118
9163753,0,0,0,167
9171135,5,1,6,800
9180621,15,49,0,1194
9184855,14,24,0,313
9194303,31,23,10,1497
9215982,1,0,20,439
9219164,48,223,4,3644
9225110,11,94,23,2670
9238232,2,0,2,31
9260930,1,0,0,11
9268397,14,22,2,831
9268980,0,3,0,155
9290733,43,61,34,3177
9299440,7,0,0,41
9310791,9,5,0,357
9328686,3,0,0,650
9357811,0,1,22,990
9365986,0,0,0,27
9367616,7,10,37,667
9371856,15,90,1,1241
9375305,0,1,0,138
9380791,0,0,0,69
9384380,2,18,25,1143
9388372,12,8,73,1715
9413973,1,1,0,126
9435211,0,0,0,470
9451374,13,23,130,3553
9457887,2,7,68,1070
9465624,0,23,0,412
9480832,1,1,0,35
9487538,5,1,0,171
9500401,76,182,6,3680
9524175,12,21,13,3757
9528671,28,96,80,2201
9551296,12,51,2,1685
9556056,10,42,0,701
9560592,18,17,9,867
9573620,15,96,1,1892
9601609,4,1,0,476
9639120,30,345,24,5751
9648147,1,0,2,548
9652974,5,30,0,394
9660384,17,28,94,1902
9661335,6,27,4,745
9664816,1,1,81,755
9686681,3,15,0,190
9695904,32,11,8,1280
9710339,58,110,1,1429
9723930,1,0,0,15
9746937,6,60,61,1804
9774692,39,168,323,3789
9784313,7,10,56,545
9790596,10,6,6,553
9797520,4,0,1,464
9821001,2,0,1,103
9829940,0,25,2,767
9835014,2,6,5,1104
9860181,6,8,37,447
9862954,1,2,7,758
9863416,13,26,94,1786
9868602,3,83,35,2254
9886065,44,21,154,1671
9890683,3,18,0,376
9899625,0,4,32,421
9900390,8,116,0,799
9938666,1,0,0,9
9996155,6,13,2,636
10004287,14,8,76,1589
10020755,5,2,342,3439
10026124,17,142,4,4367
10027039,7,66,1,1330
10031393,2,1,3,788
10045419,0,1,27,826
10064430,2,10,56,789
10068052,4,32,3,992
10075065,1,1,6,397
10076850,0,56,1,1795
10120410,8,12,2,218
10131505,1,10,0,359
10141023,1,2,4,297
10149605,15,92,1,1414
10164041,1,0,0,139
10184170,18,13,0,978
10187137,7,1,0,217
10191206,15,17,0,740
10211498,18,213,5,6095
10218711,2,1,0,89
10219075,11,9,1,935
10265423,0,1,27,522
10292215,0,13,0,252
10297132,65,139,30,3938
10303832,38,269,1,2769
10309048,2,62,107,1344
10319860,40,63,170,3703
10335403,13,12,3,497
10437655,24,23,114,1864
10455102,38,19,59,1581
10480818,17,5,0,649
10480848,2,32,0,1520
10495708,8,0,0,447
10525504,1,2,0,135
10535263,6,53,1,731
10539406,33,40,29,2189
10557490,0,0,0,14
10580879,1,0,3,357
10630192,19,71,287,2505
10640408,2,24,2,1225
10653322,7,16,3,131
10664884,4,7,3,342
10678033,4,3,11,1251
10705215,51,246,34,3093
10706095,13,0,5,1637
10746742,5,1,0,145
10755564,9,58,0,636
10761548,1,2,0,810
10763896,20,36,28,1106
10765825,17,100,5,1586
10770527,23,86,75,1148
10773940,19,98,1,1968
10797721,1,15,3,384
10815578,12,9,22,1163
10825402,13,7,128,905
10833396,6,9,1,375
10849427,1,0,5,178
10856328,7,2,3,759
10864414,8,6,32,3171
10878250,16,82,1,1593
10887844,8,47,19,1553
10921017,0,0,0,2
10936698,8,105,4,2550
10951366,0,0,0,31
10960939,13,11,5,480
10970833,2,0,0,33
10980798,17,7,80,1391
10982501,12,2,181,5039
10990641,9,24,3,920
10994058,17,6,2,235
11000891,2,0,0,215
11007737,9,1,1,311
11010595,2,0,0,113
11027223,18,55,1,1029
11035036,4,4,1,577
11053843,21,20,4,1300
11066851,7,43,0,816
11083802,4,78,0,1112
11087331,0,0,1,149
11089553,9,44,35,1938
11106706,9,9,1,386
11119577,7,26,37,909
11141921,29,57,77,1558
11142295,4,0,5,167
11162300,11,7,1,1812
11171971,10,40,14,1012
11177007,5,20,0,238
11183599,4,2,0,58
11189891,3,1,1,296
11197151,34,327,4,6073
11208268,3,20,0,476
11246070,6,25,2,586
11257305,43,138,3,2111
11268219,7,3,0,557
11294250,0,0,0,29
11310078,4,11,0,108
11313328,35,143,32,1969
11346135,15,19,27,628
11361547,11,33,119,9823
11408482,5,0,2,111
11412443,28,254,21,4089
11414403,5,8,2,997
11415302,14,48,17,2518
11427000,35,95,1,1388
11431275,12,11,118,1669
11459905,1,0,21,415
11517935,4,48,0,1119
11533001,2,0,9,499
11545672,2,0,0,178
11551181,15,37,6,2194
11552428,20,36,126,1773
11561834,5,0,89,780
11580122,5,2,20,705
11589162,16,49,1,731
11595413,11,167,2,2373
11612875,9,39,9,952
11618257,5,8,0,607
11635792,0,0,0,100
11650719,26,131,19,912
11669469,6,7,1,438
11680145,0,86,431,2016
11682531,25,176,100,3549
11683492,21,17,74,3189
11683605,4,5,0,344
11689510,3,3,0,101
11695398,1,2,22,350
11719180,18,4,0,197
11726782,6,8,0,351
11731068,33,6,49,410
11738621,0,1,41,654
11758356,19,105,40,3563
11774110,21,33,1,998
11783149,2,16,2,562
11790840,3,2,82,860
11791459,11,26,24,1064
11792254,6,5,37,1274
11805206,9,21,5,1346
11818955,3,1,3,450
11827113,0,0,33,1012
11845036,3,3,7,110
11879849,12,10,32,1165
11889914,1,1,2,9
11900716,3,3,1,44
11904220,5,0,1,79
11910007,30,36,383,3344
11917811,16,5,2,748
11944953,8,2,0,302
11966763,37,99,35,1966
11975256,3,3,17,446
11993970,13,15,216,2807
12000472,1,2,0,92
12012359,16,14,1,533
12025952,3,14,0,250
12037455,1,2,1,137
12039328,23,132,0,1960
12051954,9,30,45,1944
12055347,2,158,469,4134
12070973,3,0,0,60
12093186,0,0,0,35
12118297,5,29,0,352
12122714,7,3,98,798
12129371,2,12,1,1125
12135006,2,0,0,138
12139270,1,4,0,169
12163667,3,24,3,662
12202456,5,0,0,234
12210870,101,245,1,2238
12214179,26,81,7,3398
12222620,16,14,11,1282
12252570,5,41,1,426
12262752,0,0,0,987
12282525,1,2,109,1241
12283105,3,8,2,758
12285453,0,3,0,114
12297890,37,61,2,1153
12300043,0,1,0,39
12322077,25,113,3,847
12339789,16,7,23,804
12369583,51,57,4,991
12373370,5,33,93,1929
12388225,0,0,0,36
12428085,19,173,1,2425
12462869,7,2,0,204
12472346,10,47,0,4107
12510155,35,68,7,1855
12522187,6,37,3,1266
12567456,0,6,5,389
12568217,14,21,25,775
12570225,53,283,72,3673
12571684,3,40,57,2880
12592296,0,0,4,91
12605760,6,17,2,589
12619319,0,11,52,779
12628544,49,307,115,2619
12636431,7,3,12,701
12662961,2,0,3,69
12683992,3,1,13,358
12684051,53,91,534,3661
12711593,3,2,0,145
12725690,3,8,31,388
12730285,9,46,3,715
12731267,4,12,1,910
12746210,10,88,50,3775
12796196,18,26,0,613
12820152,3,5,2,197
12833799,46,404,129,6263
12850436,2,15,1,531
12866931,15,9,0,286
12884654,14,0,15,319
12892503,3,24,1,1248
12906922,10,12,71,2027
12925543,30,61,6,1281
12931864,5,52,0,2089
12940608,49,101,289,4920
12947756,0,0,0,1
12970967,4,2,4,285
12986660,0,0,0,35
12990018,4,32,2,685
12997160,2,0,1,210
12998932,4,35,3,1145
13005359,0,0,0,153
13006367,5,0,0,640
13014253,19,16,43,902
13015077,1,0,0,102
13034876,1,26,0,907
13056340,2,0,0,498
13069552,8,31,3,1892
13079368,12,21,2,1639
13081722,18,28,1,1250
13088520,0,0,1,530
13096088,12,9,2,907
13099562,5,48,2,1440
13103318,36,52,40,2155
13110515,1,19,0,1025
13154544,1,0,0,120
13161427,9,47,11,1302
13162008,0,16,0,175
13166978,10,4,1,1497
13178504,0,0,0,330
13213333,58,199,2,3131
13222751,0,3,2,209
13228640,3,1,11,554
13232080,4,0,6,930
13237276,10,0,17,913
13248817,10,9,4,1019
13254648,20,31,96,814
13311291,2,2,0,271
13327410,7,1,0,662
13384101,1,0,0,266
13385262,13,6,6,464
13396413,7,14,9,357
13403684,11,9,75,1277
13408757,1,0,0,559
13444072,9,11,4,410
13447112,0,0,0,211
13451882,0,3,0,236
13522124,0,12,2,299
13527121,5,6,0,115
13538176,16,5,0,1025
13553694,0,0,33,180
13555997,0,1,0,173
13565343,3,3,0,37
13616260,1,1,0,9
13622216,0,0,18,600
13625542,5,0,11,137
13630759,6,11,4,884
13656280,7,2,0,281
13657444,2,8,6,355
13658397,6,13,0,254
13666087,21,59,2,2038
13683475,10,29,0,309
13684026,7,17,38,1314
13693896,5,4,0,140
13703604,2,1,3,268
13745443,6,4,27,2651
13784674,0,1,9,209
13797408,3,37,39,575
13817021,1,2,0,161
13817717,1,0,0,115
13818219,13,4,1,675
13824734,27,171,3,1443
13834060,10,83,1,797
13836813,4,0,1,386
13843429,5,25,1,611
13851244,6,22,0,128
13851650,14,8,0,528
13861417,10,4,1,1596
13869219,16,32,235,2342
13872334,4,5,9,1476
13874122,3,0,1,1633
13887814,5,28,1,1716
13915850,1,0,10,157
13933918,12,8,2,1005
13943503,2,4,0,228
13948161,19,94,6,1134
14012650,12,51,4,1578
14017917,6,26,2,1206
14051446,1,36,5,1382
14053940,3,38,108,1918
14067253,47,73,3,653
14070819,2,12,0,351
14137229,15,13,18,1470
14144843,34,73,293,3722
14157293,26,145,0,4810
14210118,4,8,4,408
14235689,4,12,16,1001
14238614,0,8,0,131
14281644,59,200,26,3181
14282886,15,11,4,617
14298533,6,0,22,250
14355777,8,21,1,1130
14373274,0,0,9,528
14389364,5,5,19,261
14444168,15,31,153,2044
14447131,45,200,21,4873
14490465,2,0,4,47
14506759,16,81,88,2493
14509184,8,5,0,468
14512595,6,3,5,290
14515063,168,292,2,1475
14524213,4,12,0,158
14568076,9,13,2,922
14577083,15,24,10,621
14586553,2,0,71,830
14621752,7,12,7,1117
14664626,9,15,0,182
14669807,6,5,0,178
14670891,14,65,0,384
14674689,1,13,0,366
14705382,2,4,14,946
14712626,7,3,20,1086
14728652,4,10,0,379
14735918,20,123,117,2504
14759347,3,66,0,724
14759968,17,11,185,2621
14788711,2,6,0,184
14804631,11,64,2,1495
14815206,10,5,1,651
14866979,0,41,16,571
14869973,6,10,0,289
14922404,0,0,0,113
14946743,11,5,20,188
14947982,2,5,0,1242
14982762,23,108,0,1620
15053166,1,32,27,391
15064877,8,29,4,719
15089689,40,123,9,917
15120218,19,24,6,886
15145344,19,18,0,319
15158257,13,62,0,767
15171548,36,144,45,3005
15183813,12,13,0,418
15187673,6,1,29,1925
15225710,6,131,0,2585
15237890,1,16,15,1085
15241291,8,44,0,879
15243855,7,44,4,915
15244919,1,0,6,75
15289217,2,0,0,259
15300280,2,1,0,27
15303697,0,26,0,195
15304564,11,22,1,591
15327099,0,17,0,154
15381495,11,23,8,1254
15386874,72,75,4,1711
15392376,8,25,0,1628
15412753,0,0,0,252
15437545,71,177,109,5099
15461896,11,6,28,474
15473588,16,61,3,1223
15482392,0,39,13,805
15484510,5,1,0,112
15494311,10,27,2,1755
15503033,5,128,1,2398
15511710,61,239,13,2821
15516289,4,0,10,144
15541192,85,600,45,8110
15600560,25,26,28,1128
15610247,7,41,0,1325
15627219,4,1,1,604
15627502,11,25,0,456
15642495,0,50,0,1220
15664477,0,0,0,17
15688979,49,113,39,2021
15706809,4,0,1,283
15715406,0,2,8,109
15735335,8,4,17,510
15736320,1,8,0,249
15758254,28,23,25,556
15777503,8,164,215,4264
15787529,1,0,0,14
15791958,0,16,0,1145
15796497,1,1,24,1187
15821703,7,19,77,1760
15834893,12,8,0,521
15924838,15,198,8,3832
15944310,13,0,3,267
15950724,12,22,70,856
15957740,20,83,592,6713
15960640,0,20,0,263
15987177,30,5,122,2172
